,Unnamed: 0,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment,keywords
10,10,Justyn,five star,much better deal auto renewing macafee app,5.0 out of 5 stars,"Reviewed in the United States on July 31, 2018",much better deal auto renewing macafee appfive star,0.960401177406311,NEGATIVE,"['appfive', 'auto', 'macafee', 'better', 'star']"
11,11,Nividia009,took hour use renew mcafee license,already product year one year license expire purchased renew another year much cheaper amazon renewing option mcafee software provides amazon immediately provided activation code simple price finding place enter code renew license searched 20 minute couldnt find place called mcafee customer support thirtyfive minute two customer support people session grant one remote control access computer licensed another year hope mcafee enjoys final year customer,1.0 out of 5 stars,"Reviewed in the United States on May 12, 2019",already product year one year license expire purchased renew another year much cheaper amazon renewing option mcafee software provides amazon immediately provided activation code simple price finding place enter code renew license searched 20 minute couldnt find place called mcafee customer support thirtyfive minute two customer support people session grant one remote control access computer licensed another year hope mcafee enjoys final year customertook hour use renew mcafee license,0.9872511625289916,NEGATIVE,"['license', 'access', 'customertook', 'amazon', 'control', 'hope', 'finding', 'place', 'renew', 'support']"
12,12,Larry Seligman,amazon assist u lost money,visiting 94 year old uncle found computer issue assist elderly uncle purchased mc afee total protection download featurethe download mcafee work called mcafee customer support number customer support asked permission go computer remotely try resolve download problem able download software suggested network security problem would gladly fix 250i contacted amazon refund product unusable amazon denied u refund saying responsibility mcafee however paid amazonshame amazon,1.0 out of 5 stars,"Reviewed in the United States on July 24, 2019",visiting 94 year old uncle found computer issue assist elderly uncle purchased mc afee total protection download featurethe download mcafee work called mcafee customer support number customer support asked permission go computer remotely try resolve download problem able download software suggested network security problem would gladly fix 250i contacted amazon refund product unusable amazon denied u refund saying responsibility mcafee however paid amazonshame amazonamazon assist u lost money,0.996192216873169,NEGATIVE,"['work', 'responsibility', '250i', 'amazonamazon', 'number', 'issue', 'afee', 'resolve', 'amazon', 'total']"
13,13,Kirby,careful,product load properly ive installed twice can not get program computer personalize im sure whether working computer anybody know reach help im really interested reading page helpful suggestion want result bought mcafee last year amazon problemsi come back rather adding new review called mcafee talked nice gentleman getting refund suggest first talk tech able install program get running youre trouble upgrade give mcafee call ive used program 20 year far know work fine frustrating program wont load dont know get work often pay get help free,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2019",product load properly ive installed twice can not get program computer personalize im sure whether working computer anybody know reach help im really interested reading page helpful suggestion want result bought mcafee last year amazon problemsi come back rather adding new review called mcafee talked nice gentleman getting refund suggest first talk tech able install program get running youre trouble upgrade give mcafee call ive used program 20 year far know work fine frustrating program wont load dont know get work often pay get help freecareful,0.99773371219635,NEGATIVE,"['work', 'program', 'problemsi', 'fine', 'helpful', 'amazon', 'tech', 'freecareful', 'refund', 'gentleman']"
14,14,Mac,stay away true key app installs created password hell support,first installed pc year half ago went well security side true key password protector began nice option quickly turned nightmare rewriting overwriting password without prompting causing create endless new password also making dependent crap access account came time renew didnt went window defender free work great protecting pc true key longer allowed new password addition use manually launch account could edit manually okay computer updated true key asked master password could remember contacted support line resulted three night hour plus long call someone india constantly apologizing authorization help reset password prompt software reset would eventually send new password reset 10 minute time limit would allow reset bottom line good luck mcaffee accepts responsibility software buy disable true key made life hell repurchased software hoped get working uninstalling everything never want hear mcaffee customer support nill,1.0 out of 5 stars,"Reviewed in the United States on January 8, 2020",first installed pc year half ago went well security side true key password protector began nice option quickly turned nightmare rewriting overwriting password without prompting causing create endless new password also making dependent crap access account came time renew didnt went window defender free work great protecting pc true key longer allowed new password addition use manually launch account could edit manually okay computer updated true key asked master password could remember contacted support line resulted three night hour plus long call someone india constantly apologizing authorization help reset password prompt software reset would eventually send new password reset 10 minute time limit would allow reset bottom line good luck mcaffee accepts responsibility software buy disable true key made life hell repurchased software hoped get working uninstalling everything never want hear mcaffee customer support nillstay away true key app installs created password hell support,0.997475802898407,NEGATIVE,"['account', 'window', 'work', 'key', 'responsibility', 'password', 'prompt', 'access', 'defender', 'line']"
15,15,Shop till you drop,easy install cheaper renew amazon,running antiviral already going probably online account showing subscription expires simply purchase downloadable version amazon present look like typical alphanumeric license keyyou log onto mcafee account say redeem retail card place license key register another year run install process may go little faster dont mcafee software installed system otherwise go uninstall process first completed go fresh install current software done good yearimportant nothing mcafee id prefer order software cheap amazon yearly install software leave autorenew stored credit card next year mcafee might grab 90 buck renewantiviral software necessity id rather pay le 2530 89thats big difference,5.0 out of 5 stars,"Reviewed in the United States on May 28, 2019",running antiviral already going probably online account showing subscription expires simply purchase downloadable version amazon present look like typical alphanumeric license keyyou log onto mcafee account say redeem retail card place license key register another year run install process may go little faster dont mcafee software installed system otherwise go uninstall process first completed go fresh install current software done good yearimportant nothing mcafee id prefer order software cheap amazon yearly install software leave autorenew stored credit card next year mcafee might grab 90 buck renewantiviral software necessity id rather pay le 2530 89thats big differenceeasy install cheaper renew amazon,0.9988237023353576,NEGATIVE,"['account', 'uninstall', 'license', 'card', 'key', 'cheap', 'keyyou', 'big', 'differenceeasy', 'amazon']"
16,16,Ohhh That Todd!,popups like crazy,switched norton wasnt going autorenewal garbage part ive happy change amount popups get much deserved 1 star sitting working home last 4 hour ive gotten least 4 popups trying get install safe search use yahoo search site dont want click anything dont accidentally make switch cant exit unless go task manager end task annoyance level peaked continues rate ill searching something else paid product shouldnt getting popup ad like garbage work someone,1.0 out of 5 stars,"Reviewed in the United States on October 28, 2020",switched norton wasnt going autorenewal garbage part ive happy change amount popups get much deserved 1 star sitting working home last 4 hour ive gotten least 4 popups trying get install safe search use yahoo search site dont want click anything dont accidentally make switch cant exit unless go task manager end task annoyance level peaked continues rate ill searching something else paid product shouldnt getting popup ad like garbage work someonepopups like crazy,0.9982183575630188,NEGATIVE,"['work', 'switch', 'site', 'yahoo', 'task', 'end', 'change', 'manager', 'norton']"
17,17,Topher,dont buy 10 day installed mcaffee took 127 dollar bank account,went mcafee ask took 127 bank account 10 day installing product said oh two protection explained authorize second protection need two protection installed product 19 dollar 10 day took money eventually told couldnt help online call 18666223911 automated system told go online hung ever spoke real person go online filled supposed refund request didnt ask account number sign anything dont know going get money back im disappointed popups corner computer month month say protection expired nothing say hey going take money bank account really mcafee think everything happening right people extra money take feel like hacked company supposed protecting dont even know stuff working maybe need cut loss go norton something free cnet,1.0 out of 5 stars,"Reviewed in the United States on April 16, 2020",went mcafee ask took 127 bank account 10 day installing product said oh two protection explained authorize second protection need two protection installed product 19 dollar 10 day took money eventually told couldnt help online call 18666223911 automated system told go online hung ever spoke real person go online filled supposed refund request didnt ask account number sign anything dont know going get money back im disappointed popups corner computer month month say protection expired nothing say hey going take money bank account really mcafee think everything happening right people extra money take feel like hacked company supposed protecting dont even know stuff working maybe need cut loss go norton something free cnetdont buy 10 day installed mcaffee took 127 dollar bank account,0.9972075819969176,NEGATIVE,"['account', 'second', 'right', 'company', 'feel', 'number', 'person', 'money', 'refund', 'ask']"
18,18,Lisa Whitt,wont install newer ccomputer large firewall upsell tech support avoid product,software displayed install error code gave number tech support called number tech named mark based texas according nice wanted chit chat thing lived remote accessed computer run check system said firewall shut 50 plus connection around world attacking computer stealing data said would clear problem running program said would need buy firewall service program get rid problem keep mind wasnt computer problem shopping anti virus software came hard sell fore firewall software told price range 1990049900 15 year sub could protected insured also told antivirus software could used without also noted tech said computer running slow poorly right said dont issue said reset thing run better found didnt want 20000 plus firewall software said could help would disconnect computer would returned original state computer started running horribly checked many driver rolled back hard drive many fragmented file also mcaffee stuck computer needed special removal get rid process took day also close port left access computer avoid product end sorry way get money back 9,1.0 out of 5 stars,"Reviewed in the United States on January 26, 2020",software displayed install error code gave number tech support called number tech named mark based texas according nice wanted chit chat thing lived remote accessed computer run check system said firewall shut 50 plus connection around world attacking computer stealing data said would clear problem running program said would need buy firewall service program get rid problem keep mind wasnt computer problem shopping anti virus software came hard sell fore firewall software told price range 1990049900 15 year sub could protected insured also told antivirus software could used without also noted tech said computer running slow poorly right said dont issue said reset thing run better found didnt want 20000 plus firewall software said could help would disconnect computer would returned original state computer started running horribly checked many driver rolled back hard drive many fragmented file also mcaffee stuck computer needed special removal get rid process took day also close port left access computer avoid product end sorry way get money back 9wont install newer ccomputer large firewall upsell tech support avoid product,0.9986066222190856,NEGATIVE,"['range', 'program', 'hard', 'process', 'driver', 'access', 'drive', 'virus', 'port', 'number']"
19,19,Amazon Customer,warning buy version mcafee,im pretty computer savvy yet spent least day tech support trying get work despite false advertising claims1 come vpn dont vpn work mac2 installation nightmare day later still throw error firewall stop working3 firewall requires extensive support set stop working4 support appears based india pakistan clear communication getting understand needed difficult wasnt script repeatedly read really threw keep asking support people5 told twice higher level support person would call specific time neither call occurred5 particular version come identity protection ad said purchase separately appears work welli ended yelling people would provide someone complain incredible never yell people incredibly frustratingi went mcafee total protection rated highly online big mistake,1.0 out of 5 stars,"Reviewed in the United States on July 7, 2021",im pretty computer savvy yet spent least day tech support trying get work despite false advertising claims1 come vpn dont vpn work mac2 installation nightmare day later still throw error firewall stop working3 firewall requires extensive support set stop working4 support appears based india pakistan clear communication getting understand needed difficult wasnt script repeatedly read really threw keep asking support people5 told twice higher level support person would call specific time neither call occurred5 particular version come identity protection ad said purchase separately appears work welli ended yelling people would provide someone complain incredible never yell people incredibly frustratingi went mcafee total protection rated highly online big mistakewarning buy version mcafee,0.9964157342910768,NEGATIVE,"['work', 'people5', 'extensive', 'particular', 'purchase', 'occurred5', 'big', 'mac2', 'advertising', 'person']"
20,20,LMG,returned mcafee price easy install,antivirus product used decade mcafee version far easiest quickest install window 10 laptop i5 processor straightforward quick installer screen simple efficientas apple macbookpro install requires several system administration grant fortunately appleconversant user knew click would frustrated work something improved le intervention apple installs installed issue farreturned mcafee brand pricing low straightforward whereas vendor first year intro price keep touting automatic following year regular price renewal scared,5.0 out of 5 stars,"Reviewed in the United States on March 21, 2020",antivirus product used decade mcafee version far easiest quickest install window 10 laptop i5 processor straightforward quick installer screen simple efficientas apple macbookpro install requires several system administration grant fortunately appleconversant user knew click would frustrated work something improved le intervention apple installs installed issue farreturned mcafee brand pricing low straightforward whereas vendor first year intro price keep touting automatic following year regular price renewal scaredreturned mcafee price easy install,0.9943739175796508,NEGATIVE,"['intervention', 'window', 'work', 'apple', 'appleconversant', 'issue', 'screen', 'vendor', 'automatic']"
21,21,road_warrior,buy high cpu usage,using mcafee past 3 year becoming worse time compared competition high end desktop core i7 skylake enthusiast m2 ssd 32 gb ddr4 abomination installed antivirus run several service use lot cpu cause pc slow considerably even light load fixed issue despite several complaint others eg look google search result mcafee management service host high cpu firewall ui many annoyance month torture mcafee given uninstalled dont waste money crap superior antivirus suite available similar price,1.0 out of 5 stars,"Reviewed in the United States on March 29, 2019",using mcafee past 3 year becoming worse time compared competition high end desktop core i7 skylake enthusiast m2 ssd 32 gb ddr4 abomination installed antivirus run several service use lot cpu cause pc slow considerably even light load fixed issue despite several complaint others eg look google search result mcafee management service host high cpu firewall ui many annoyance month torture mcafee given uninstalled dont waste money crap superior antivirus suite available similar pricebuy high cpu usage,0.9984967708587646,NEGATIVE,"['enthusiast', 'skylake', 'cpu', 'available', 'issue', 'host', 'money', 'superior', 'high', 'end']"
22,22,Savyasachi Singh,suspicious activity,mcafee record download record show one year trial offer ps2889165027 order never processed received initially received message computer three virus threat needed download mcafee ran mcafee threat called mcaffee said link computer mcafee disconnected computer crashed needed wiped called mcafee request refund trial subscription file show payment unclear request refund product installed,1.0 out of 5 stars,"Reviewed in the United States on November 8, 2021",mcafee record download record show one year trial offer ps2889165027 order never processed received initially received message computer three virus threat needed download mcafee ran mcafee threat called mcaffee said link computer mcafee disconnected computer crashed needed wiped called mcafee request refund trial subscription file show payment unclear request refund product installedsuspicious activity,0.9990180730819702,NEGATIVE,"['record', 'link', 'virus', 'payment', 'order', 'refund', 'trial', 'unclear', 'subscription', 'ps2889165027']"
23,23,LAW,adequate window horrible mac here,bought 3machine license install family computer home one window pc two mac installation straightforward activating license extremely problematic window mac case license activation failed contact mcafee tech support remotely activate license nearly 45 minute caseonce installed mcafee work fine window absolute train wreck mac mcafee slows mac badly make nearly unusable bootup login application grind glacial speed finally got fed force quit unresponsive excessively slow application reboot restart etc finally uninstalled mcafee one mac never installed experience first mac horriblei used norton year pretty pleased overall decided switch mcafee norton bunch unnecessary add ons bit expensive mcafee never pc license expires ill buy norton insteadprosif youre running window machine mcafee adequatevery easy uninstallconslicense activation massive pain required mcafee technical support remotely activate license twicemcafee destroys application speed mac brought brand new imac ponderous crawlthe 3license package turned huge waste money two extra license,2.0 out of 5 stars,"Reviewed in the United States on July 27, 2021",bought 3machine license install family computer home one window pc two mac installation straightforward activating license extremely problematic window mac case license activation failed contact mcafee tech support remotely activate license nearly 45 minute caseonce installed mcafee work fine window absolute train wreck mac mcafee slows mac badly make nearly unusable bootup login application grind glacial speed finally got fed force quit unresponsive excessively slow application reboot restart etc finally uninstalled mcafee one mac never installed experience first mac horriblei used norton year pretty pleased overall decided switch mcafee norton bunch unnecessary add ons bit expensive mcafee never pc license expires ill buy norton insteadprosif youre running window machine mcafee adequatevery easy uninstallconslicense activation massive pain required mcafee technical support remotely activate license twicemcafee destroys application speed mac brought brand new imac ponderous crawlthe 3license package turned huge waste money two extra licenseadequate window horrible mac here,0.99948251247406,NEGATIVE,"['window', 'work', 'license', 'case', 'switch', 'fine', 'unnecessary', 'horrible', 'absolute', 'bunch']"
24,24,Buzzfuster,work pretty good third year,probs 2019 expected better end yearinstallation procedure horrible change setting bought new subscription auto refill fit trying install thirty minute later close got caught loop could proceed call help time getting installed took 30 minute tooinstallation requirement procedure must changed made easy right installation process sending wrong signal sure custom telling difficulty installation process wonder much business losing problem guess keep line help line busy know could cut back fix save even time money,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2019",probs 2019 expected better end yearinstallation procedure horrible change setting bought new subscription auto refill fit trying install thirty minute later close got caught loop could proceed call help time getting installed took 30 minute tooinstallation requirement procedure must changed made easy right installation process sending wrong signal sure custom telling difficulty installation process wonder much business losing problem guess keep line help line busy know could cut back fix save even time moneywork pretty good third year,0.9969507455825806,NEGATIVE,"['business', 'right', 'procedure', 'refill', 'horrible', 'better', 'line', 'installation', 'install', 'new']"
25,25,David C.,low quality security product full adware,ive used mcafee product many year every next one release seems getting worse previous one care le le user productswhat wrong within product installs many service practically hijack laptop incorrectly report intrusion attempt every tcpip connection standard way termination side take time according applicable standard termination involves packet going direction indicate connection finalization mcafee product us smaller substandard timeout value prevents proper closure tcpip connection report packet beyond incorrect timeouts intrusion attempt real intrusion attempt incorrect mcafee implementation networking standard 60 day subscription expiration product start showing popup message take 14 qhd 2560x1440 screen shown 2 time day every day even show sharing screen customer customer support india even understand basic layout window desktop reported issue ad popups ask buy mcafee product tell malware within web browser totally incompetent kept explaining dont use web browser popups shown system tray desktop ad product dont understand completely clueless product setting almost anything like intended adjusted user need previous version product problem can not uninstall unless allow within firewall connectivity googleanalyticscom thinking security product sending information googleanalytics word mcafee product spying eliminate product forward info server window allows optout behavior mcafee doesntin conclusion id say time ago mcafee security product good job past year quality protection support low make extremely difficult trust mcafee protection bottom 20 security product available market see unfortunately,1.0 out of 5 stars,"Reviewed in the United States on September 14, 2019",ive used mcafee product many year every next one release seems getting worse previous one care le le user productswhat wrong within product installs many service practically hijack laptop incorrectly report intrusion attempt every tcpip connection standard way termination side take time according applicable standard termination involves packet going direction indicate connection finalization mcafee product us smaller substandard timeout value prevents proper closure tcpip connection report packet beyond incorrect timeouts intrusion attempt real intrusion attempt incorrect mcafee implementation networking standard 60 day subscription expiration product start showing popup message take 14 qhd 2560x1440 screen shown 2 time day every day even show sharing screen customer customer support india even understand basic layout window desktop reported issue ad popups ask buy mcafee product tell malware within web browser totally incompetent kept explaining dont use web browser popups shown system tray desktop ad product dont understand completely clueless product setting almost anything like intended adjusted user need previous version product problem can not uninstall unless allow within firewall connectivity googleanalyticscom thinking security product sending information googleanalytics word mcafee product spying eliminate product forward info server window allows optout behavior mcafee doesntin conclusion id say time ago mcafee security product good job past year quality protection support low make extremely difficult trust mcafee protection bottom 20 security product available market see unfortunatelylow quality security product full adware,0.9990923404693604,NEGATIVE,"['tray', 'issue', 'incorrect', 'implementation', 'qhd', 'applicable', 'difficult', 'standard', 'trust']"
