,Unnamed: 0,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment,keywords
13,13,Connor Hua,buy,bought early june give son diabetic cat moving home apartment cat would home alone day would give peace mind able look poe yet work amazon nothing great review son found google review saying something different according review item worked well update app done january time everyone said app stopped working hoping new update would solve problem well july still working son said june would wait update waste money spent little got something better trusted amazon review,1.0 out of 5 stars,"Reviewed in the United States on July 10, 2019",bought early june give son diabetic cat moving home apartment cat would home alone day would give peace mind able look poe yet work amazon nothing great review son found google review saying something different according review item worked well update app done january time everyone said app stopped working hoping new update would solve problem well july still working son said june would wait update waste money spent little got something better trusted amazon reviewbuy,0.9974071383476256,NEGATIVE,"['diabetic', 'item', 'amazon', 'june', 'money', 'great', 'reviewbuy', 'new', 'problem', 'time']"
14,14,Chris,someone talked child,wife woke saying heard someone talking child sickening someone hacked camera looking talking child thought encryption feature camera supposed great wont buying camera hook wifi data avoid camera measure,1.0 out of 5 stars,"Reviewed in the United States on May 6, 2020",wife woke saying heard someone talking child sickening someone hacked camera looking talking child thought encryption feature camera supposed great wont buying camera hook wifi data avoid camera measuresomeone talked child,0.9991094470024108,NEGATIVE,"['wifi', 'wife', 'hook', 'feature', 'data', 'child', 'measuresomeone', 'encryption', 'great', 'camera']"
15,15,Gabriel,cat cam,whim decided purchase indoor camera see cat got sleeping away learned theyre actually pretty boring haha camera super easy set download app scan code voila installed 128 micro sd card also opted 3 day cloud service sort backup plus like cloud catch incident move one video good quality fun capture video photo footage sharein fact happy cat cam 1 purchased second one cat cam 2 another area housei one teensy complaint wish camera wish scroll saved video could see youre scrolling like grab bar yt move picture youre moving show make sense nooie 360 grab bar move skip place incident notice cloud sort work around still also wish way see live feed andor access cloud save computer ive tried different thing see app want view computer record bit footage want phone send dropbox emailoverall great camera family fun like talk phone app troll also pan camera way around live view app check room great little camera set fun also added bit securityphoto1 hitting picturestill capture video appphoto2 night vision work really wellphoto3 screen cap whole app would see use viewing cloud captured footage,5.0 out of 5 stars,"Reviewed in the United States on August 30, 2020",whim decided purchase indoor camera see cat got sleeping away learned theyre actually pretty boring haha camera super easy set download app scan code voila installed 128 micro sd card also opted 3 day cloud service sort backup plus like cloud catch incident move one video good quality fun capture video photo footage sharein fact happy cat cam 1 purchased second one cat cam 2 another area housei one teensy complaint wish camera wish scroll saved video could see youre scrolling like grab bar yt move picture youre moving show make sense nooie 360 grab bar move skip place incident notice cloud sort work around still also wish way see live feed andor access cloud save computer ive tried different thing see app want view computer record bit footage want phone send dropbox emailoverall great camera family fun like talk phone app troll also pan camera way around live view app check room great little camera set fun also added bit securityphoto1 hitting picturestill capture video appphoto2 night vision work really wellphoto3 screen cap whole app would see use viewing cloud captured footagecat cam,0.9514142274856568,NEGATIVE,"['grab', 'work', 'indoor', 'access', 'feed', 'nooie', 'micro', 'thing', 'haha', 'incident']"
16,16,Gabriel,horrible app make otherwise good camera useless,got suckered many 5 star review receiving camera technically work app thats horrible render camera useless understand review left bribe free stuff included package note stating leave review get free sd card high rating essentially boughti returning camera app horrible impossible use freeze constantly search review word freeze defeat whole purpose app functioning provides clear picture soon try zoom pan around picture freeze im unable control camera see whats happening anymore choice force quit app start really bad picture viewing angle superb really need update app functional,1.0 out of 5 stars,"Reviewed in the United States on November 15, 2019",got suckered many 5 star review receiving camera technically work app thats horrible render camera useless understand review left bribe free stuff included package note stating leave review get free sd card high rating essentially boughti returning camera app horrible impossible use freeze constantly search review word freeze defeat whole purpose app functioning provides clear picture soon try zoom pan around picture freeze im unable control camera see whats happening anymore choice force quit app start really bad picture viewing angle superb really need update app functionalhorrible app make otherwise good camera useless,0.9992781281471252,NEGATIVE,"['defeat', 'card', 'horrible', 'impossible', 'bribe', 'unable', 'choice', 'superb', 'control', 'purpose']"
17,17,ARetiredArmyVet,use baby monitor worst camera ever,got camera month ago positive review price one month using invested reliable brand know would work properly used baby monitor newborn image kept freezing countless time ruin whole purpose monitoring baby dangerous countless time thought baby fine realize looking frozen image hour dangerous baby could real problem wouldnt known late oh btw even installed wifi repeater right next camera make sure wasnt freezing week wifi signal image freezing despite super fast 130mbps wifi signal right next complete waste money,1.0 out of 5 stars,"Reviewed in the United States on September 9, 2019",got camera month ago positive review price one month using invested reliable brand know would work properly used baby monitor newborn image kept freezing countless time ruin whole purpose monitoring baby dangerous countless time thought baby fine realize looking frozen image hour dangerous baby could real problem wouldnt known late oh btw even installed wifi repeater right next camera make sure wasnt freezing week wifi signal image freezing despite super fast 130mbps wifi signal right next complete waste moneyuse baby monitor worst camera ever,0.9994621872901917,NEGATIVE,"['right', 'week', 'countless', 'know', 'fine', 'image', 'dangerous', 'super', 'purpose', 'ruin']"
18,18,ARetiredArmyVet,red flag buy moved,bought sister baby shower putting monitor use worked well good product one night laying bed boyfriend signed monitor app sleeping next watching netflix phone heard monitor turn full circle turn directly immediately unplugged turned havent used,1.0 out of 5 stars,"Reviewed in the United States on April 11, 2020",bought sister baby shower putting monitor use worked well good product one night laying bed boyfriend signed monitor app sleeping next watching netflix phone heard monitor turn full circle turn directly immediately unplugged turned havent usedred flag buy moved,0.9931787252426147,NEGATIVE,"['netflix', 'use', 'circle', 'good', 'app', 'phone', 'shower', 'sister', 'boyfriend', 'buy']"
19,19,ProfDPitt,best home security camera buck,ive 8 home security camera home 360 camera provides full view entire area im interested easy set 2 minute im able get notification whenever motion detection 3 device loved option cloud storage well oh audio via device device superb like im talking person 12 second delay best camera price ill getting link view camera single app,5.0 out of 5 stars,"Reviewed in the United States on May 16, 2019",ive 8 home security camera home 360 camera provides full view entire area im interested easy set 2 minute im able get notification whenever motion detection 3 device loved option cloud storage well oh audio via device device superb like im talking person 12 second delay best camera price ill getting link view camera single appbest home security camera buck,0.9880218505859376,NEGATIVE,"['second', 'link', 'person', 'superb', 'buck', 'device', 'interested', 'camera', 'minute', 'home']"
20,20,ProfDPitt,pairing always pain stopped working 6 month,worked fine 6 month stopped able connectwhen worked pic quality good day night relatively easy swipe ur phone get camera angle moving easy record video photo generally quiet whirring noise movingwhat pain pairing huge pain get 2g network get read qr code sometimes youd try 510 time time take 30 second read qr code would wait pray pair work sometimes youd try step another 510 time camera also need repaired everytime power wifi huge waste time ultimately course last time tried pair refused countless try completely useless ive using le 6 month,1.0 out of 5 stars,"Reviewed in the United States on May 18, 2020",worked fine 6 month stopped able connectwhen worked pic quality good day night relatively easy swipe ur phone get camera angle moving easy record video photo generally quiet whirring noise movingwhat pain pairing huge pain get 2g network get read qr code sometimes youd try 510 time time take 30 second read qr code would wait pray pair work sometimes youd try step another 510 time camera also need repaired everytime power wifi huge waste time ultimately course last time tried pair refused countless try completely useless ive using le 6 monthpairing always pain stopped working 6 month,0.997612476348877,NEGATIVE,"['second', 'work', 'countless', 'record', 'noise', 'fine', 'phone', 'monthpairing', 'connectwhen']"
21,21,SouthernAgain,wary nooie minimalistic packaging truly minimalistic even feature,pro appearance decent 1080p quality seen photocons dysfunctional 2way audiovoice capacity make 2 second worth speech receiving audio impossible send intelligible message due choppy disconnected interference extremely slow movement camera literally swipe multiple timessuper labored get camera move 1cm every 3 swipeswe really wanted love set purchased 4 cam monitor pet throughout day pet turtle pet snail even sleeping baby might work definitely dog moving baby camera move fast enough even though claim 360 coverage dont want hear petbaby bark cry may work still hear long enough since audio limited 23 second time ever want talk anyone camera better forget feature altogether house 660mbps internet pretty fast reason poor 2way communication beautiful minimalistic appearance wished badly keep 4 unit even purchased nooie doorbell cam power strip second thought following company brand way reliable purpose monitoring loved one nooie,1.0 out of 5 stars,"Reviewed in the United States on April 10, 2021",pro appearance decent 1080p quality seen photocons dysfunctional 2way audiovoice capacity make 2 second worth speech receiving audio impossible send intelligible message due choppy disconnected interference extremely slow movement camera literally swipe multiple timessuper labored get camera move 1cm every 3 swipeswe really wanted love set purchased 4 cam monitor pet throughout day pet turtle pet snail even sleeping baby might work definitely dog moving baby camera move fast enough even though claim 360 coverage dont want hear petbaby bark cry may work still hear long enough since audio limited 23 second time ever want talk anyone camera better forget feature altogether house 660mbps internet pretty fast reason poor 2way communication beautiful minimalistic appearance wished badly keep 4 unit even purchased nooie doorbell cam power strip second thought following company brand way reliable purpose monitoring loved one nooiewary nooie minimalistic packaging truly minimalistic even feature,0.9937795996665956,NEGATIVE,"['second', 'company', 'decent', '2way', 'impossible', 'poor', 'unit', 'disconnected', 'nooie', 'pro']"
22,22,Zach,excellent camera great feature,bought impulse one 24hr deal thing worth use keep eye kid pet rabbit set breeze didnt even realize night vision automatically switched light got lowmy complaint would camera slow respond try move via app thats feature rarely use anyway set camera way see whole bunny enclosure without moving good thing hate move head pet might see turning freak shes used still doesnt really trust going eat attached photo phone im sure save video picture nooiecam yet,5.0 out of 5 stars,"Reviewed in the United States on November 28, 2020",bought impulse one 24hr deal thing worth use keep eye kid pet rabbit set breeze didnt even realize night vision automatically switched light got lowmy complaint would camera slow respond try move via app thats feature rarely use anyway set camera way see whole bunny enclosure without moving good thing hate move head pet might see turning freak shes used still doesnt really trust going eat attached photo phone im sure save video picture nooiecam yetexcellent camera great feature,0.6740300059318542,NEGATIVE,"['deal', 'kid', 'rabbit', 'vision', 'phone', 'bunny', 'thing', 'complaint', 'head', 'photo']"
23,23,T. D. Green,great product horrible company,great product horrible customer service company ordered nooie 360 quickly set baby room find feature working motion tracking able move camera chatted amazon said issue reported customer resolved remotely manufacturer perfect thought reached manufacturer via customer service site response emailed response messaged amazon suggested giving 48 hour required respond nothing contacted amazon send replacement frustrating manufacturer wouldnt respondas camera picture quality impressive especially night vision motion sound notification convenient dont live feed going night im excited receive replacement fully use camera intended,3.0 out of 5 stars,"Reviewed in the United States on May 20, 2021",great product horrible customer service company ordered nooie 360 quickly set baby room find feature working motion tracking able move camera chatted amazon said issue reported customer resolved remotely manufacturer perfect thought reached manufacturer via customer service site response emailed response messaged amazon suggested giving 48 hour required respond nothing contacted amazon send replacement frustrating manufacturer wouldnt respondas camera picture quality impressive especially night vision motion sound notification convenient dont live feed going night im excited receive replacement fully use camera intendedgreat product horrible company,0.9977142810821532,NEGATIVE,"['manufacturer', 'company', 'vision', 'intendedgreat', 'horrible', 'feed', 'site', 'issue', 'nooie', 'amazon']"
24,24,T. D. Green,nice baby monitor app,easy set upi like app able see hear baby like take snapshot picture video heri like move camera phonethe visual quality quite good even night see really welli dont use option yet speak phone camera heard babythe way see hear whats going app phonehaving app open drain phone battery pretty quicklyonly one device logged time want see whats going kick husband appyou get notification phone sound motion change sensitivy get notification foryou need sd card believe able go back time see something camerai ended purchasing another simple audio monitor could hear baby cry without constantly app draining battery heard cry could go app see going,4.0 out of 5 stars,"Reviewed in the United States on January 27, 2020",easy set upi like app able see hear baby like take snapshot picture video heri like move camera phonethe visual quality quite good even night see really welli dont use option yet speak phone camera heard babythe way see hear whats going app phonehaving app open drain phone battery pretty quicklyonly one device logged time want see whats going kick husband appyou get notification phone sound motion change sensitivy get notification foryou need sd card believe able go back time see something camerai ended purchasing another simple audio monitor could hear baby cry without constantly app draining battery heard cry could go app see goingnice baby monitor app,0.9786327481269836,NEGATIVE,"['phonethe', 'card', 'babythe', 'open', 'phone', 'quality', 'device', 'change', 'baby']"
25,25,jennbee,one viewer allowed time greatly reduces value otherwise superior product,one person family actively wanting keep eye thing bad since portrayed baby monitor let imagine strange odd almost unheard scenario one involving two people mom dad whoa mind blown know crazy right let add twilight zoneesque atmosphere little bit let imagine human want keep eye baby time bad going happen mom work want log app observe baby office dad mobile device kitchen prepares lunch child family kicked app mom log conversely mom logged first kicked dad log see star given product picture quality great 1080 motion detection work well even capable automatically following movement ir night vision quite clear full color ir said crisp clear great feature attribute device need us device one person able log view appreciate perhaps security measure albeit good one since deter unwanted login merely kick current user allow next person logging access view,1.0 out of 5 stars,"Reviewed in the United States on February 9, 2021",one person family actively wanting keep eye thing bad since portrayed baby monitor let imagine strange odd almost unheard scenario one involving two people mom dad whoa mind blown know crazy right let add twilight zoneesque atmosphere little bit let imagine human want keep eye baby time bad going happen mom work want log app observe baby office dad mobile device kitchen prepares lunch child family kicked app mom log conversely mom logged first kicked dad log see star given product picture quality great 1080 motion detection work well even capable automatically following movement ir night vision quite clear full color ir said crisp clear great feature attribute device need us device one person able log view appreciate perhaps security measure albeit good one since deter unwanted login merely kick current user allow next person logging access viewone viewer allowed time greatly reduces value otherwise superior product,0.9729342460632324,NEGATIVE,"['crisp', 'work', 'viewone', 'vision', 'access', 'portrayed', 'observe', 'person', 'thing', 'quality']"
26,26,Roma,great video quality,great cameravideo nice quality like move camera around capture room good night vision mode quality pretty great wanting see room house check animal good size look nice bulky eyesore,5.0 out of 5 stars,"Reviewed in the United States on August 5, 2019",great cameravideo nice quality like move camera around capture room good night vision mode quality pretty great wanting see room house check animal good size look nice bulky eyesoregreat video quality,0.9979060888290404,POSITIVE,"['vision', 'quality', 'size', 'animal', 'wanting', 'video', 'nice', 'good', 'bulky', 'mode']"
