,Unnamed: 0,User Name,Review Title,Review Text,Star,Review posted time,Total Description,ReviewDescription_score,ReviewDescription_Sentiment,keywords
10,10,Amazon Customer,good cost,hard camera mount requires mount bracket place tight trying attach requires lot force slide place first one received impossible seem latch broke blink directly reached sent another one quickly went look good like said requires lot downforce need better design,4.0 out of 5 stars,"Reviewed in the United States on October 23, 2021",hard camera mount requires mount bracket place tight trying attach requires lot force slide place first one received impossible seem latch broke blink directly reached sent another one quickly went look good like said requires lot downforce need better designgood cost,0.8235701322555542,NEGATIVE,"['force', 'hard', 'downforce', 'designgood', 'place', 'bracket', 'cost', 'attach', 'slide', 'good']"
11,11,Ed Moore,unless enjoy hour frustration buy record local usb,blink video doorbell sync module 2 might somewhat ok want continue utilize cloud storage option free 30day trial activated default probably think work better actually cancel cloud service youre planning use setup local motionactivated recording usb stick strongly advise spent 4 hour last night trying get local storage working would receive motion alert phone never recorded video tried 3 different usb thumb drive formatted exfat pc sync module spent hour phone today tech support connected sync module doorbell repeatedly several reboots couldnt figure problem either asked download sketchy app collect kind info health home network sends know yeah im going offered provide whatever health info needed network using one apps already use monitor network health said download specific app required next step troubleshooting could longer help also tried troubleshooting using online support encountered endless 502 bad gateway errorsother factor might want knoweven finally get local storage working according blink website video first transferred blink server usb storage youre still dependent blink server also something taken away made premium feature futuresummary youre wanting local storage feature appeal many people interested product product far ready prime time tech support infrastructure terrible avoid,1.0 out of 5 stars,"Reviewed in the United States on October 26, 2021",blink video doorbell sync module 2 might somewhat ok want continue utilize cloud storage option free 30day trial activated default probably think work better actually cancel cloud service youre planning use setup local motionactivated recording usb stick strongly advise spent 4 hour last night trying get local storage working would receive motion alert phone never recorded video tried 3 different usb thumb drive formatted exfat pc sync module spent hour phone today tech support connected sync module doorbell repeatedly several reboots couldnt figure problem either asked download sketchy app collect kind info health home network sends know yeah im going offered provide whatever health info needed network using one apps already use monitor network health said download specific app required next step troubleshooting could longer help also tried troubleshooting using online support encountered endless 502 bad gateway errorsother factor might want knoweven finally get local storage working according blink website video first transferred blink server usb storage youre still dependent blink server also something taken away made premium feature futuresummary youre wanting local storage feature appeal many people interested product product far ready prime time tech support infrastructure terrible avoidunless enjoy hour frustration buy record local usb,0.9985559582710266,NEGATIVE,"['interested', 'sync', 'premium', '30day', 'problem', 'cloud', 'free', 'product', 'ready', 'futuresummary']"
12,12,Ed Moore,impossible mount,thought id problem technical setup assumed mounting would cinch backwards call tech support help setup turned easy mounting instruction video make look easy press slide cant tell many time watched video tried get click ready hit hammer see might make snap place guy tech support advised really wish could gotten mounted liked everything else id say definite design flaw,1.0 out of 5 stars,"Reviewed in the United States on October 26, 2021",thought id problem technical setup assumed mounting would cinch backwards call tech support help setup turned easy mounting instruction video make look easy press slide cant tell many time watched video tried get click ready hit hammer see might make snap place guy tech support advised really wish could gotten mounted liked everything else id say definite design flawimpossible mount,0.999077558517456,NEGATIVE,"['problem', 'ready', 'press', 'easy', 'time', 'video', 'instruction', 'flawimpossible', 'guy']"
13,13,T K F,read buy doorbell chime house,ridiculous doorbell ever used chime box inside house doorbell ring inside house never know someone door unless holding phone staring screen see app notification could design doorbell way attach chime box inside house hear ringing sure silly go blink app end day see many people sat porch ringing new high tech doorbell chime house normal experience innovative company,1.0 out of 5 stars,"Reviewed in the United States on November 4, 2021",ridiculous doorbell ever used chime box inside house doorbell ring inside house never know someone door unless holding phone staring screen see app notification could design doorbell way attach chime box inside house hear ringing sure silly go blink app end day see many people sat porch ringing new high tech doorbell chime house normal experience innovative companyread buy doorbell chime house,0.8838335275650024,NEGATIVE,"['innovative', 'way', 'phone', 'doorbell', 'day', 'companyread', 'house', 'experience', 'silly', 'screen']"
14,14,AnInSe,completed set,medium could loaded already blink exterior camera chance preorder doorbell camera jumped doorbell camera job image quality great day night night time infrared good allowing good clarity resolution get quick notification someone door set capture motion property set focus area private area set length record time 5 20 second placement doorbell well also impact whats camera pick installing various type doorbell camera ring im satisfied go buy 100 200 option purchase 50 option goodsure drawback drawback point one drawback camera motion capture cool record example camera view street 2 car go second car could go without ever captured video wasnt recorded clip first caryou extend time clip allowing get footage longer record time use battery lifei got one already hub 2 camera capture everything come way amazon package safe know whose door everytimebravo thank blink,5.0 out of 5 stars,"Reviewed in the United States on November 17, 2021",medium could loaded already blink exterior camera chance preorder doorbell camera jumped doorbell camera job image quality great day night night time infrared good allowing good clarity resolution get quick notification someone door set capture motion property set focus area private area set length record time 5 20 second placement doorbell well also impact whats camera pick installing various type doorbell camera ring im satisfied go buy 100 200 option purchase 50 option goodsure drawback drawback point one drawback camera motion capture cool record example camera view street 2 car go second car could go without ever captured video wasnt recorded clip first caryou extend time clip allowing get footage longer record time use battery lifei got one already hub 2 camera capture everything come way amazon package safe know whose door everytimebravo thank blinkcompleted set,0.9667959213256836,NEGATIVE,"['cool', 'chance', 'drawback', 'job', 'way', 'record', 'doorbell', 'day', 'motion', 'exterior']"
15,15,Judy,attach back plate,everything fine except attach back cover attache wall kind big deal think poor design say least come blink redo fix thisaddendum sent back left review contacted blink service department offered send another see would work better agreed received two day later set successful mounting happy product 6 camera doorbell house happy fantastic customer service boot ask,5.0 out of 5 stars,"Reviewed in the United States on October 25, 2021",everything fine except attach back cover attache wall kind big deal think poor design say least come blink redo fix thisaddendum sent back left review contacted blink service department offered send another see would work better agreed received two day later set successful mounting happy product 6 camera doorbell house happy fantastic customer service boot askattach back plate,0.8694030046463013,NEGATIVE,"['redo', 'cover', 'review', 'product', 'day', 'doorbell', 'house', 'happy', 'department', 'poor']"
16,16,Kent Steffen,broken box,battery door broken would attach right box returning replacement hopefully fluke,1.0 out of 5 stars,"Reviewed in the United States on October 23, 2021",battery door broken would attach right box returning replacement hopefully flukebroken box,0.997221827507019,NEGATIVE,"['replacement', 'right', 'box', 'battery', 'door']"
17,17,Wise Buyer,back door broken,installation trying close per instruction guess close going back amazon,1.0 out of 5 stars,"Reviewed in the United States on October 23, 2021",installation trying close per instruction guess close going back amazonback door broken,0.999068796634674,NEGATIVE,"['instruction', 'amazonback', 'installation', 'close', 'door']"
18,18,koufax,read returning camera due difficulty camera mount bracket,returned initial camera couple reason issued refund however several day maybe background multiple blink camera review contacted blink given another blink doorbell camera test evaluate first tip eliminating frustration mounting camerabefore start drilling hole home mount camera ready return camera get snap backplate hand remove mounted favor testmount backplate scrap piece 2 x 4 plywood etc piece scrap wood work long flat let test see ease mounting dismounting camera using supplied tool hey cant get mount flat board flip around heck would want drill hole home door frame brick able mount thats going make aggravated first camera returned testmount think found call niche mounting dismounting camera seems flush backplate push camera upward hear tiny click clip bottom locking use supplied tool unlock repeat feel comfortable mounting door framenote opinion blink offer one best customer support site encountered issue call past 2 year call time time helped warranty issue answered question resolve problem,4.0 out of 5 stars,"Reviewed in the United States on October 29, 2021",returned initial camera couple reason issued refund however several day maybe background multiple blink camera review contacted blink given another blink doorbell camera test evaluate first tip eliminating frustration mounting camerabefore start drilling hole home mount camera ready return camera get snap backplate hand remove mounted favor testmount backplate scrap piece 2 x 4 plywood etc piece scrap wood work long flat let test see ease mounting dismounting camera using supplied tool hey cant get mount flat board flip around heck would want drill hole home door frame brick able mount thats going make aggravated first camera returned testmount think found call niche mounting dismounting camera seems flush backplate push camera upward hear tiny click clip bottom locking use supplied tool unlock repeat feel comfortable mounting door framenote opinion blink offer one best customer support site encountered issue call past 2 year call time time helped warranty issue answered question resolve problemread returning camera due difficulty camera mount bracket,0.99763822555542,NEGATIVE,"['comfortable', 'warranty', 'refund', 'review', 'ready', 'difficulty', 'push', 'day', 'background', 'doorbell']"
19,19,ERL,horrible,mounting bracket almost impossible mount get take good luck putting back went back 7 doorbell camera door,1.0 out of 5 stars,"Reviewed in the United States on October 24, 2021",mounting bracket almost impossible mount get take good luck putting back went back 7 doorbell camera doorhorrible,0.9924567937850952,NEGATIVE,"['bracket', 'good', 'camera', 'doorhorrible', 'doorbell', 'mount', 'luck', 'impossible']"
20,20,santiago,impossible install,medium could loaded camera work great design defective use tape mount bell mount plate called new one sent exact issue ridiculous probably going back regular doorbell,1.0 out of 5 stars,"Reviewed in the United States on November 16, 2021",medium could loaded camera work great design defective use tape mount bell mount plate called new one sent exact issue ridiculous probably going back regular doorbellimpossible install,0.9992319345474244,NEGATIVE,"['plate', 'new', 'tape', 'mount', 'exact', 'regular', 'medium', 'ridiculous', 'design', 'defective']"
21,21,claymore,came broken,back cover attach back right box,1.0 out of 5 stars,"Reviewed in the United States on October 23, 2021",back cover attach back right boxcame broken,0.998966097831726,NEGATIVE,"['cover', 'boxcame']"
22,22,claymore,absolutely useless,several blink product happy however terrible experience firstly took forever get connected blink platform continual error message connection failsonce finally got installed could get connect existing chime despite fact met required spec 1624v felt like metal connector bell connecting back cover metal connectorsafter clipping unit back cover several time attempting make chime connection one plastic connector bent making reconnection bell back cover almost impossiblefinally tiny flimsy metal connector bell snapped rendering whole thing useless,1.0 out of 5 stars,"Reviewed in the United States on October 29, 2021",several blink product happy however terrible experience firstly took forever get connected blink platform continual error message connection failsonce finally got installed could get connect existing chime despite fact met required spec 1624v felt like metal connector bell connecting back cover metal connectorsafter clipping unit back cover several time attempting make chime connection one plastic connector bent making reconnection bell back cover almost impossiblefinally tiny flimsy metal connector bell snapped rendering whole thing uselessabsolutely useless,0.9994760155677797,NEGATIVE,"['unit', 'useless', 'product', 'cover', 'connector', 'failsonce', 'experience', 'thing', 'happy', 'bent']"
23,23,happy camper,description say purchase additional sync module use live video,disappointed description say purchase additional sync module use live video feature always included every video doorbell misleading product called video doorbell video includedalso packaging tight could opened without damaging packagingi returned,1.0 out of 5 stars,"Reviewed in the United States on October 27, 2021",disappointed description say purchase additional sync module use live video feature always included every video doorbell misleading product called video doorbell video includedalso packaging tight could opened without damaging packagingi returneddescription say purchase additional sync module use live video,0.9874457120895386,NEGATIVE,"['disappointed', 'description', 'sync', 'video', 'packagingi', 'returneddescription', 'product', 'feature', 'module', 'live']"
24,24,Katie&Matt,take away designer crayon,supported blink since kickstarter big fan 10 camera excited doorbell hate mounting stucco wall pure misery due flimsy back plate world stupid mounting design plate flex bad aligning mount next impossible mounted uneven surface tolerance way tight get plate back flexed even little bit good luck finding tool open back battery die needed tech support get recognized alexa amazon credit quick responsive great job named doorbell added network announcement someone doorbell changed every name setting find front door still announces doorbelli blame waited 2nd generation defense blink done good job previous release consider mature manufacturer never occurred would release po product skip one get next generation hopefully learn quickly mistake,1.0 out of 5 stars,"Reviewed in the United States on November 6, 2021",supported blink since kickstarter big fan 10 camera excited doorbell hate mounting stucco wall pure misery due flimsy back plate world stupid mounting design plate flex bad aligning mount next impossible mounted uneven surface tolerance way tight get plate back flexed even little bit good luck finding tool open back battery die needed tech support get recognized alexa amazon credit quick responsive great job named doorbell added network announcement someone doorbell changed every name setting find front door still announces doorbelli blame waited 2nd generation defense blink done good job previous release consider mature manufacturer never occurred would release po product skip one get next generation hopefully learn quickly mistaketake away designer crayon,0.9985489249229432,NEGATIVE,"['kickstarter', 'bit', 'previous', 'defense', 'misery', 'job', 'announcement', 'product', 'way', 'doorbell']"
25,25,Troy Thomas,mount attach tried everything,update 111321blink customer service contacted via email offered send replacement unit due issue mount one appeared work first tried anyway effort felt normal press mount screwed replacement unit clicked place issue might suggest trying press quite hard great design since feel intuitive work would imagine thief would difficult time removing itoriginal reviewwasn able try feature due mounting back plate refusing click place trying long time checked review found many others problem wait improved design buy,4.0 out of 5 stars,"Reviewed in the United States on October 30, 2021",update 111321blink customer service contacted via email offered send replacement unit due issue mount one appeared work first tried anyway effort felt normal press mount screwed replacement unit clicked place issue might suggest trying press quite hard great design since feel intuitive work would imagine thief would difficult time removing itoriginal reviewwasn able try feature due mounting back plate refusing click place trying long time checked review found many others problem wait improved design buymount attach tried everything,0.997042953968048,NEGATIVE,"['problem', 'unit', 'review', 'itoriginal', 'reviewwasn', 'effort', 'press', 'replacement', 'mount', 'time']"
26,26,JCReviews,mostly disappointed revised,instruction qr image lead website little help mounting side bracket screw process wired connection go beginning end unclear product design instruction website ready launch weighing whether return jimmy together update went wireless instead wired found missing screw completely took apart packaging feel like doorbell quite right numerous mounting attempt slide per video blink website,1.0 out of 5 stars,"Reviewed in the United States on October 24, 2021",instruction qr image lead website little help mounting side bracket screw process wired connection go beginning end unclear product design instruction website ready launch weighing whether return jimmy together update went wireless instead wired found missing screw completely took apart packaging feel like doorbell quite right numerous mounting attempt slide per video blink websitemostly disappointed revised,0.999485731124878,NEGATIVE,"['attempt', 'ready', 'product', 'website', 'bracket', 'screw', 'instruction', 'little', 'launch', 'connection']"
27,27,JCReviews,far good,medium could loaded received item yesterday able install doorbell today fairly easy installation camera quality good chose doorbell ability wire existing chime box house house built early 80 original chime box compatible ring doorbell activatedgot sync module 2 combo original sync module outdoor cam wanted upgrade local storage ordered sandisk 256 gb usb drive work wonderfully local storageif doorbell cam anything like outdoor camera expect night vision good tested microphone sound quality good expectedif market camera doorbell recommend one late doorbell cam game feel good purchase,5.0 out of 5 stars,"Reviewed in the United States on October 26, 2021",medium could loaded received item yesterday able install doorbell today fairly easy installation camera quality good chose doorbell ability wire existing chime box house house built early 80 original chime box compatible ring doorbell activatedgot sync module 2 combo original sync module outdoor cam wanted upgrade local storage ordered sandisk 256 gb usb drive work wonderfully local storageif doorbell cam anything like outdoor camera expect night vision good tested microphone sound quality good expectedif market camera doorbell recommend one late doorbell cam game feel good purchasefar good,0.9974064230918884,POSITIVE,"['sync', 'sandisk', 'doorbell', 'original', 'house', 'module', 'easy', 'cam', 'game', 'work']"
28,28,Mimi Hiller,mount unless surface perfectly flat,siding stay away doorbell backplate flimsy even mounting block doorbell doesnt click place shim back worked horrible mounting process need release fix backplate send new one anyone purchased productupdate 11212021 update 1 4 star blink support reached sent mounting wedge cost wedge rigid give nice flat surface make mounting process much easier far doorbell work good job like blink camera,4.0 out of 5 stars,"Reviewed in the United States on October 29, 2021",siding stay away doorbell backplate flimsy even mounting block doorbell doesnt click place shim back worked horrible mounting process need release fix backplate send new one anyone purchased productupdate 11212021 update 1 4 star blink support reached sent mounting wedge cost wedge rigid give nice flat surface make mounting process much easier far doorbell work good job like blink cameramount unless surface perfectly flat,0.9952722191810608,NEGATIVE,"['cost', 'job', 'cameramount', 'doorbell', 'star', 'nice', 'new', 'shim', 'fix', 'blink']"
29,29,manon,garbage design,backplate poorly designed latch doorbell called customer support kept saying backplate compatible put hold shortly thereafter hung unable use intended function since can not affix actual doorbell door going try call customer service ask replacement backplate even though still garbage design get one returning,1.0 out of 5 stars,"Reviewed in the United States on November 5, 2021",backplate poorly designed latch doorbell called customer support kept saying backplate compatible put hold shortly thereafter hung unable use intended function since can not affix actual doorbell door going try call customer service ask replacement backplate even though still garbage design get one returninggarbage design,0.9996758699417114,NEGATIVE,"['replacement', 'returninggarbage', 'hold', 'compatible', 'design', 'service', 'support', 'function', 'backplate', 'latch']"
