Unnamed: 0,User Name,Review Title,Review Text,Star,Review posted time
11,Nividia009,took hour use renew mcafee license,already product year one year license expire purchased renew another year much cheaper amazon renewing option mcafee software provides amazon immediately provided activation code simple price finding place enter code renew license searched 20 minute couldnt find place called mcafee customer support thirtyfive minute two customer support people session grant one remote control access computer licensed another year hope mcafee enjoys final year customer,1.0 out of 5 stars,"Reviewed in the United States on May 12, 2019"
12,Larry Seligman,amazon assist u lost money,visiting 94 year old uncle found computer issue assist elderly uncle purchased mc afee total protection download featurethe download mcafee work called mcafee customer support number customer support asked permission go computer remotely try resolve download problem able download software suggested network security problem would gladly fix 250i contacted amazon refund product unusable amazon denied u refund saying responsibility mcafee however paid amazonshame amazon,1.0 out of 5 stars,"Reviewed in the United States on July 24, 2019"
13,Kirby,careful,product load properly ive installed twice can not get program computer personalize im sure whether working computer anybody know reach help im really interested reading page helpful suggestion want result bought mcafee last year amazon problemsi come back rather adding new review called mcafee talked nice gentleman getting refund suggest first talk tech able install program get running youre trouble upgrade give mcafee call ive used program 20 year far know work fine frustrating program wont load dont know get work often pay get help free,5.0 out of 5 stars,"Reviewed in the United States on January 15, 2019"
14,Mac,stay away true key app installs created password hell support,first installed pc year half ago went well security side true key password protector began nice option quickly turned nightmare rewriting overwriting password without prompting causing create endless new password also making dependent crap access account came time renew didnt went window defender free work great protecting pc true key longer allowed new password addition use manually launch account could edit manually okay computer updated true key asked master password could remember contacted support line resulted three night hour plus long call someone india constantly apologizing authorization help reset password prompt software reset would eventually send new password reset 10 minute time limit would allow reset bottom line good luck mcaffee accepts responsibility software buy disable true key made life hell repurchased software hoped get working uninstalling everything never want hear mcaffee customer support nill,1.0 out of 5 stars,"Reviewed in the United States on January 8, 2020"
15,Shop till you drop,easy install cheaper renew amazon,running antiviral already going probably online account showing subscription expires simply purchase downloadable version amazon present look like typical alphanumeric license keyyou log onto mcafee account say redeem retail card place license key register another year run install process may go little faster dont mcafee software installed system otherwise go uninstall process first completed go fresh install current software done good yearimportant nothing mcafee id prefer order software cheap amazon yearly install software leave autorenew stored credit card next year mcafee might grab 90 buck renewantiviral software necessity id rather pay le 2530 89thats big difference,5.0 out of 5 stars,"Reviewed in the United States on May 28, 2019"
16,Ohhh That Todd!,popups like crazy,switched norton wasnt going autorenewal garbage part ive happy change amount popups get much deserved 1 star sitting working home last 4 hour ive gotten least 4 popups trying get install safe search use yahoo search site dont want click anything dont accidentally make switch cant exit unless go task manager end task annoyance level peaked continues rate ill searching something else paid product shouldnt getting popup ad like garbage work someone,1.0 out of 5 stars,"Reviewed in the United States on October 28, 2020"
17,Topher,dont buy 10 day installed mcaffee took 127 dollar bank account,went mcafee ask took 127 bank account 10 day installing product said oh two protection explained authorize second protection need two protection installed product 19 dollar 10 day took money eventually told couldnt help online call 18666223911 automated system told go online hung ever spoke real person go online filled supposed refund request didnt ask account number sign anything dont know going get money back im disappointed popups corner computer month month say protection expired nothing say hey going take money bank account really mcafee think everything happening right people extra money take feel like hacked company supposed protecting dont even know stuff working maybe need cut loss go norton something free cnet,1.0 out of 5 stars,"Reviewed in the United States on April 16, 2020"
18,Lisa Whitt,wont install newer ccomputer large firewall upsell tech support avoid product,software displayed install error code gave number tech support called number tech named mark based texas according nice wanted chit chat thing lived remote accessed computer run check system said firewall shut 50 plus connection around world attacking computer stealing data said would clear problem running program said would need buy firewall service program get rid problem keep mind wasnt computer problem shopping anti virus software came hard sell fore firewall software told price range 1990049900 15 year sub could protected insured also told antivirus software could used without also noted tech said computer running slow poorly right said dont issue said reset thing run better found didnt want 20000 plus firewall software said could help would disconnect computer would returned original state computer started running horribly checked many driver rolled back hard drive many fragmented file also mcaffee stuck computer needed special removal get rid process took day also close port left access computer avoid product end sorry way get money back 9,1.0 out of 5 stars,"Reviewed in the United States on January 26, 2020"
19,Amazon Customer,warning buy version mcafee,im pretty computer savvy yet spent least day tech support trying get work despite false advertising claims1 come vpn dont vpn work mac2 installation nightmare day later still throw error firewall stop working3 firewall requires extensive support set stop working4 support appears based india pakistan clear communication getting understand needed difficult wasnt script repeatedly read really threw keep asking support people5 told twice higher level support person would call specific time neither call occurred5 particular version come identity protection ad said purchase separately appears work welli ended yelling people would provide someone complain incredible never yell people incredibly frustratingi went mcafee total protection rated highly online big mistake,1.0 out of 5 stars,"Reviewed in the United States on July 7, 2021"
20,LMG,returned mcafee price easy install,antivirus product used decade mcafee version far easiest quickest install window 10 laptop i5 processor straightforward quick installer screen simple efficientas apple macbookpro install requires several system administration grant fortunately appleconversant user knew click would frustrated work something improved le intervention apple installs installed issue farreturned mcafee brand pricing low straightforward whereas vendor first year intro price keep touting automatic following year regular price renewal scared,5.0 out of 5 stars,"Reviewed in the United States on March 21, 2020"
21,road_warrior,buy high cpu usage,using mcafee past 3 year becoming worse time compared competition high end desktop core i7 skylake enthusiast m2 ssd 32 gb ddr4 abomination installed antivirus run several service use lot cpu cause pc slow considerably even light load fixed issue despite several complaint others eg look google search result mcafee management service host high cpu firewall ui many annoyance month torture mcafee given uninstalled dont waste money crap superior antivirus suite available similar price,1.0 out of 5 stars,"Reviewed in the United States on March 29, 2019"
22,Savyasachi Singh,suspicious activity,mcafee record download record show one year trial offer ps2889165027 order never processed received initially received message computer three virus threat needed download mcafee ran mcafee threat called mcaffee said link computer mcafee disconnected computer crashed needed wiped called mcafee request refund trial subscription file show payment unclear request refund product installed,1.0 out of 5 stars,"Reviewed in the United States on November 8, 2021"
23,LAW,adequate window horrible mac here,bought 3machine license install family computer home one window pc two mac installation straightforward activating license extremely problematic window mac case license activation failed contact mcafee tech support remotely activate license nearly 45 minute caseonce installed mcafee work fine window absolute train wreck mac mcafee slows mac badly make nearly unusable bootup login application grind glacial speed finally got fed force quit unresponsive excessively slow application reboot restart etc finally uninstalled mcafee one mac never installed experience first mac horriblei used norton year pretty pleased overall decided switch mcafee norton bunch unnecessary add ons bit expensive mcafee never pc license expires ill buy norton insteadprosif youre running window machine mcafee adequatevery easy uninstallconslicense activation massive pain required mcafee technical support remotely activate license twicemcafee destroys application speed mac brought brand new imac ponderous crawlthe 3license package turned huge waste money two extra license,2.0 out of 5 stars,"Reviewed in the United States on July 27, 2021"
24,Buzzfuster,work pretty good third year,probs 2019 expected better end yearinstallation procedure horrible change setting bought new subscription auto refill fit trying install thirty minute later close got caught loop could proceed call help time getting installed took 30 minute tooinstallation requirement procedure must changed made easy right installation process sending wrong signal sure custom telling difficulty installation process wonder much business losing problem guess keep line help line busy know could cut back fix save even time money,5.0 out of 5 stars,"Reviewed in the United States on December 11, 2019"
25,David C.,low quality security product full adware,ive used mcafee product many year every next one release seems getting worse previous one care le le user productswhat wrong within product installs many service practically hijack laptop incorrectly report intrusion attempt every tcpip connection standard way termination side take time according applicable standard termination involves packet going direction indicate connection finalization mcafee product us smaller substandard timeout value prevents proper closure tcpip connection report packet beyond incorrect timeouts intrusion attempt real intrusion attempt incorrect mcafee implementation networking standard 60 day subscription expiration product start showing popup message take 14 qhd 2560x1440 screen shown 2 time day every day even show sharing screen customer customer support india even understand basic layout window desktop reported issue ad popups ask buy mcafee product tell malware within web browser totally incompetent kept explaining dont use web browser popups shown system tray desktop ad product dont understand completely clueless product setting almost anything like intended adjusted user need previous version product problem can not uninstall unless allow within firewall connectivity googleanalyticscom thinking security product sending information googleanalytics word mcafee product spying eliminate product forward info server window allows optout behavior mcafee doesntin conclusion id say time ago mcafee security product good job past year quality protection support low make extremely difficult trust mcafee protection bottom 20 security product available market see unfortunately,1.0 out of 5 stars,"Reviewed in the United States on September 14, 2019"
26,Video User,rip,digital productnot considered retailtherefore dont expect help refund amazon policy refund period code key work expected go seller company origin dont help mediation managed get refund 1399 sale well known good true work amazon made exception probably cheap andor somebody know something seller andor product dont dont want u know either dont know whole thing turned major ordeal even ask refund offered one buy new virus protector certainly one wary digital product book may end buying retail next time funnyi thought retail pay something get itif defective get money back guess definition drastically changed digital age buyer beware,1.0 out of 5 stars,"Reviewed in the United States on January 30, 2022"
27,Savea,adding chorus discontented customer,first used mcafee 8 9 year problem always purchased amazon download never problem year download would work new window pc got stuck loop around 43 shut tried wouldnt even download onto machine luckily smart customer mentioned review tried product key worked liked charm well meant repurchase software get product key went big box store time got 5 pc total protection great price successfully loaded software onto 3 device including new window pc problem careful downloads lost 18 dollar download problem already mcafee account getting set use problem download wouldnt work think product key way go,1.0 out of 5 stars,"Reviewed in the United States on November 30, 2020"
28,mobyandme,dont get hooked deal,activate get credit card info automatically renew next year notdo lost paid year shame good company dont waste moneyupdate tried get refund mcafee never downloaded software said would get amazon anything return couldnt get amazon either,1.0 out of 5 stars,"Reviewed in the United States on October 27, 2021"
29,Carolyn,nothing scam automatic renewal 3x price upon expiration,mcafee introduces product 2799 register activate product need give credit card information automatic bill 1 year product close expiration think using product customer renew want notin case mcafee bill 8900 listed current price upon renewal scam,1.0 out of 5 stars,"Reviewed in the United States on August 5, 2021"
30,Jay K,using 4 year,window laptop couple suggestion year install take photo 25 digit activation code wait 10 minute proceeding activation past would immediately run activation problemslast two year activation seamlessso easy follow promptswait waittill prompt come upit take minute downloadmaybe 4 minutesyou get warning program uninstalls last year program dont anything wait till actually get prompt installonce start following prompt ask restart computerwait waitthis take 10 minute think computer frozenrememberturn automatic renewal want buy 25 next year amazoni recommend,5.0 out of 5 stars,"Reviewed in the United States on January 21, 2020"
31,Dan L.,dont tell must give credit card info enroll auto renew,bought mcafee norton product included autorenewal didnt want imagine frustration discovered mcafee would let activate software demanded credit card information could forcibly enrolled autorenewal add fact initial purchase cost 20 one year protection three device next year least 95 dont want give mcafee permission spend money software youve even chance determine whether like look elsewhere protection,1.0 out of 5 stars,"Reviewed in the United States on February 25, 2022"
32,K. Sullivan,highly recommended savvy computer user zero virus malware,ran scan using one month zero issue identified downloaded malwarebytes make sure came nothing consider savvy computer user never computer clean software dell window 10 16 gb ram i5 processor cant tell running write using le 1 cpu 100 mb memory le researched review online rated best got great price amazon,5.0 out of 5 stars,"Reviewed in the United States on April 16, 2020"
33,C. Dean,mcafee tech support scam,purchased mcafee protection plan received code entered instructed error code came prompted u call number provided tech support instructed told u would 500 repair working computer add mcafee plan refused immediately decreased price 200 70 refused scam purchased another antivirus program money amazon take product back disappointed,1.0 out of 5 stars,"Reviewed in the United States on February 14, 2020"
34,Kindle Customer,annoying deceptive,vpn yes included wont get year use feature limited get 500mb ad purchase subscription lot pop message one offer security norton add another ad bid get sign subscription message telling much good software annoying deducted star vpn scam subscription sale annoying nag screen touting mcafees wonderfulness good luck decision purchase product,2.0 out of 5 stars,"Reviewed in the United States on February 10, 2022"
35,M. Lombardi,auto renew recommended,ive using total protection many year problem one star deducted push auto renew tried several year back auto billed list price price x amazon called complained charged full knock quite bit dont use auto renew annually shop around best price save bundle,4.0 out of 5 stars,"Reviewed in the United States on August 5, 2020"
36,F. Conrad,disappointment,using norton since got bloated decided give mcafee try overall experience bad one smooth norton ui lacking biggest problem slows m office file opening dramatically way turn like scan file already passed periodical autoscan hard drive earth easy way add directory exception instead mcafee asks add file file even doesnt work indeedi switching product worth,1.0 out of 5 stars,"Reviewed in the United States on March 13, 2020"
37,copperzammer,installed effortlessly,sooo much cheaper buying software conventionally department store tech store advertises three device easily installed three even reminded many left install window 10 application performs flawlessly pc ive used mcafee year good reliability would recommend checking box allows autorenewal payment cant shop around better price like mistakenly past mcafee made right refunded money good customer service,5.0 out of 5 stars,"Reviewed in the United States on December 27, 2019"
38,Coondog71,didnt work,ive used mcafee 10 year unknown reason software could complete full scan pc checked pc worked mcafee 3 day solution could see wouldnt buy work go,1.0 out of 5 stars,"Reviewed in the United States on August 21, 2018"
39,Keedee,activation doesnt work,purchased mcafee amazon trying download message appears sorry activation code isnt right try entering youre still trouble visit store bought mcafee product ask scan card againas mentioned purchased amazon online there store take rescan mcafee website refers consumer help via series article none match issue anyone mcafee reach,1.0 out of 5 stars,"Reviewed in the United States on July 4, 2021"
40,Amazon Customer,scam,received notice purchase code sent email transferred another sore given code getting ready load code computer called told quit loading right away something wrong service man member mcafee said would help looking computer said would cost 189 clear could continue downloading rejected worked another computer successful downloading receive one good download 3 purchase find trying scanned amazon mcafee technician,1.0 out of 5 stars,"Reviewed in the United States on September 28, 2020"
41,Mike Rummell,painful use sometimes,ive using mcafee least 10 year every year repurchase product else expires almost every day software pop advertisement kind even turned functionality ie antivirus software actually virus started use vpn feature seems working reasonably well id switch something else anything better mediocre software past year work tech support dept quickly able solve problem course software worked better wouldnt problem required calling,3.0 out of 5 stars,"Reviewed in the United States on January 31, 2022"
42,Rock,easy download install,1 year old hp laptop came mcafee livesafe preinstalled subscription ran decided stick w mcafee bit hesitant purchase mcafee total protection based review 25 price figured worth giving chance glad link download active within 15 minute purchase instruction quite easy follow im happy report zero problem downloading installing setting program far 3days working fine far tell negative impact computer performance change ill sure update review happy product,5.0 out of 5 stars,"Reviewed in the United States on October 23, 2018"
43,Sandra,doesnt always extend expiration date existing current version,easy install run long log mcafee account perform entire activationinstallation process beware however currently mcafee product expiring total protection start renewal date expiration date current product even though livesafe installed simply uninstalled livesafe started one year renewal total protection based installation date causing lose three week extended coverage apparently mcafee start new subscription expiration date expiring subscription installing exact product even renewal product basically small step previous product,4.0 out of 5 stars,"Reviewed in the United States on June 19, 2019"
44,Mr. D,protect 1 device said 3,product description show image claim protect 3 device protects one copied info mcafee web site said mcafee total protection available three package individual cover one device multidevice package cover five device household package cover ten device therefore protection 3 device digital version protects 3 kind issue issue 1 one computer issue 2 virus thrats issue 3 web surf internet identity keep personal info safe register product need code im able find amozon purchased digital version see order number,1.0 out of 5 stars,"Reviewed in the United States on August 10, 2021"
45,Bo G.,horrible,installed everything couldnt go usual website even though vpn security software already thought would cheaper get entire package wrong nothing trouble getting amazon site would tell site available got amazon would try logout another amazon would come would logout one another amazon would come iphone would work right either apps got money back getting back isnt possible thank goodness didnt pay much,1.0 out of 5 stars,"Reviewed in the United States on January 13, 2022"
46,Bo G.,product work latest macos version,first installation problematic serial number case sensitive error message didnt imply said serial number already use finally got help mcafee tech support got installation go realized required serial number case sensitive secondly installed program errored attempting run full system scan contacted mcafee support second time tech let know known issue latest version macos engineering team working known eta problem look least 2 month old searching forum correct running system scan one main feature antivirus software doesnt work upon install spent large part following day reverting older image timemachine fully remove garbage software totally frustrated asked amazon full refund thankfully honor,1.0 out of 5 stars,"Reviewed in the United States on February 20, 2022"
47,Animal lover,installed easily,mcafee seems good virus protection app many others often pain install especially virus protection another year last year version mcafee posted pop message going expire offer lot expensive renew one amazon andi usually prefer amazon anyway stand behind product delete old version thisnew version automatically took care bit piece lying around updated new version probably easiest install yet,5.0 out of 5 stars,"Reviewed in the United States on January 31, 2019"
48,Dan Johnson,sure product fine wiped registry needed,switched norton bit cheaper pay dearly sure product fine wiped registry needed microsoft office office 2010 beware took 6 hour three day microsoft tech support get office back dont mind wasting 20 cant get back 6 hour may issue,1.0 out of 5 stars,"Reviewed in the United States on August 1, 2018"
49,PT Cruiser,carefully review license agreement,used mcafee year believe company may fall hidden sneaky practice make money customer last year mcafee charged credit card auto renewal fee 8900 unable get removed therefore year little vigilant product admittedly dont recall seeing license agreement last year purchased total security 5 downloads amazon 122021 paid went mcafee website install many attempt website trick customer signing auto renewal offer choicei believe able avoid auto renewal 1st download 2nd download way allow download customer agrees license agreement downloadingtoday made several attempt contact company contact phone number listed website time call dropped also email used download 1st one day practically minute later attempted 2nd download received message say recognize email addressdoes anyone know good costly internet virus security,4.0 out of 5 stars,"Reviewed in the United States on December 20, 2021"
50,MAD,every year get worse,year last problem dont seam want fix nothing work remove reload several time problem signing tech joke call wait 20 min get someone chewing gum halfwit wanted email address send suppected spam 2 week several phone call email well email address yet say find something better trash even disscuss refund keep getting run around go somewhere else,1.0 out of 5 stars,"Reviewed in the United States on March 19, 2022"
51,Larry Holman,crashed computer,installed computer froze upon startup pay 50 computer shop get repaired reset installation told may corrupt download nice never buy software amazon indirect party want software buy direct manufacturer like microsoft,1.0 out of 5 stars,"Reviewed in the United States on November 25, 2021"
52,saddy hawkins,excellent protection,used product many year therefore complete confidence job since get online easy download install great value protection receive would recommend anyone using computer,5.0 out of 5 stars,"Reviewed in the United States on April 29, 2021"
53,Ms. Bumblebee,disruptive suite protection,window 10 home 21h1 window feature experience pack 120221235300easy install popup window kept asking addon suite function relentlessly demanding suite pc protectionmcafee created problem m office 2007 mso 2007was completely stable installed mcafeevery disappointed uninstalled mcafee reluctant install win 10 pc 3 device protection plan,2.0 out of 5 stars,"Reviewed in the United States on September 21, 2021"
54,Jack Dula,give,2 year ago used norton year price kept going felt increasingly intrusive didnt work chromebook mcafee proven great solution pc android phone chromebook job without annoying constantly trying sell upgrade glad made changenow dec 2021 despite mcafee beginning become troublesome norton intrusive notification sell product bought another year cyber monday price accepted activation code update account much time useless site support number interested new sale give ill write foolish impulse buy search better solution,1.0 out of 5 stars,"Reviewed in the United States on March 18, 2020"
55,rsa,seems work terribly slow load,took almost one half hour download install software remove previous mcafee virus protection program took almost twenty minute time appeared frozen making progress left eventually ask reboot loaded new version punishment automatic renew 4x price sound conspiratorial know wonder,4.0 out of 5 stars,"Reviewed in the United States on July 4, 2021"
56,Dreamer,always great product,2 thing aware purchasing mcafee total protection 2021 change google search yahoo easily fixed going google chrome setting change back google searchthe second auto renewal also get fixed easy going setting day program end right installingotherwise mcafee one best product cyber security,5.0 out of 5 stars,"Reviewed in the United States on December 17, 2020"
57,Slowdog,far good,despite negative review decided give chance considering low price mcafee asking three time much renew subscription first time entered activation code didnt work reentered worked immediately installation quick easy set moment might helped using mcafee thought let buyer know work,5.0 out of 5 stars,"Reviewed in the United States on February 25, 2022"
58,Muhy Cheechakly,lost 27,spend half day install download try 3 time always get stuck 83 installation couldnt finish thru 6 hour reluctant purchase bad review can not regret number given instruction bogus number add im disappointed amazon selling crab 27 fortune want give nothing,1.0 out of 5 stars,"Reviewed in the United States on April 25, 2019"
59,Kindle Customer,cover 3 computer great price,bought prior version expired like three computer capacity cover desktop laptopsit came code clear instruction updating existing account v complete download softwarea search website selling product even logged inonce product download started pop message asked wanted update existing account v establishing new account update completed,5.0 out of 5 stars,"Reviewed in the United States on April 14, 2021"
60,Krystyna Walter,terrible,worst virus protection ever tried use say amazon thatyou use 3 device think ok sound good thats gotit 2 device wanted use husband put computerfirst worked put computer big mistake popping saying restartto remove virus ok every time came back keep sayingthat cant anything husband starting slow ittake forever go anywhere like put ourcomputers take computer somewhere fixed said please refund money,1.0 out of 5 stars,"Reviewed in the United States on September 27, 2020"
61,Gary P. Crispens,bad tech support,problem vpn iphone called tech support first guy really good set possible solution problem supposed call back 3 day let know took care could permanent solution called got guy impatient even started breathing heavy asking hung never use,3.0 out of 5 stars,"Reviewed in the United States on December 25, 2021"
62,Connie,dont,terrible time product call amazon various time obtain activation code didnt work called macafee tried scam buy expensive productamazon said refund item ended loosing money purchaseinstead purchased norton working fine,1.0 out of 5 stars,"Reviewed in the United States on June 2, 2020"
63,Troy Yaeger,tradeoff effectiveness cpu use,longtime norton user grew tired vast number cpu cycle software consumed trying work switched mcafee several year agoit le cpu intensive far infestation said expert industry say mcafee quite effective protection suite norton also user interface mcafee poor direct way control cooky cleared thus can not use feature criticize roundlybut got many cpu cycle backand pay le year whole im satisfiedand say someone worked quarter century remember first day ibm pcat 8086 chip 2 floppy drive whopping 512k memory,3.0 out of 5 stars,"Reviewed in the United States on July 1, 2020"
64,Lorna,easy download,third year purchased mcafee antivirus software 25 rather renewing program directly mcafee 80 havent issue pc cell phone software installed time hard know whether program stopped major infection hack im happy product easy download install program mcafees website,5.0 out of 5 stars,"Reviewed in the United States on January 11, 2019"
65,Ron Fleischer,great buy,great product mcafee customer service helpful installation product price better buying mcafee directly,5.0 out of 5 stars,"Reviewed in the United States on November 22, 2018"
66,kevind,apple macbooks,tech support easy reach knowledge macbooks called tech malware virus macbook air called ran software didnt pick remove called tech support able get touch agent 5mins agent tried walking work asked screen share asked type computer said apple exact word ooh youll call apple thought microsoft computer talking apple getting help needed told dont need virus protection software ware download malewarebytes calling mcafee back requesting refund,3.0 out of 5 stars,"Reviewed in the United States on October 22, 2020"
67,Richele Lewis-Reece,macafee anti virus software scam,link issued amazon work forced use mcafee customer service department part technical support give logmeinr access total stranger addition technician employed mcafee contract service technician unfriendly competent started download process begin download required fifteen minute completed downloadinstallation software ran scan required purchase additional feature monthly fee continue buy software,1.0 out of 5 stars,"Reviewed in the United States on August 23, 2019"
68,ShaHarris,trusted software long history top security scanner,work suppose im keen amount resource consumes edition pretty basic pc performance boost registry cleaner etc around long time first major antivirus security come market think earned solid reputation would complaint brand wont negate value got good price prime day,4.0 out of 5 stars,"Reviewed in the United States on July 20, 2021"
69,K. Morgenstern,mcafee trash,instruction tried different way download went mcafee website still without downloaded saying email correct code correct call customer support without giving number extremely frustrated never use mcafee againthanks amazon wonderful rep refunded moneyat time order also ordered fix stick im going wait see fix stick doesi hope review keep others frustration,1.0 out of 5 stars,"Reviewed in the United States on January 9, 2021"
70,Tess,keep computer virus,software really good using year much cheaper buying amazon going mcafee website never renew protection mcafee site sends notice computer protection expire always say auto renewal instead buy amazon first year go mcafee set product bought amazon year link sent inbox super easy save money keep protected computer youll better matter look hope help,5.0 out of 5 stars,"Reviewed in the United States on July 24, 2019"
71,Kathleen Newman,dont automatic renewal unless want pay double,product half price would pay automatic renewal pc shut buy product close expiration time make kind sense wouldnt think company would reward return customer lower price loyalty product charge go figure,5.0 out of 5 stars,"Reviewed in the United States on December 13, 2020"
72,BJ in Michigan,take much memory slows stop machine,two 4 gb memory lap top installing total protection found can not use computer since froze computer often forcing force shut restart restore file even computer worked took ever open site unfortunately can not return product since machine can not use soft ware waste money lost time past one month lot struggle found machine software problem depend window protection computer specialist know much problem depend others help finally reached nephew ask remotely check problem found problem removing mcaffee protection able use laptop better may buy new computer sometime next year find good sale price memory may soft ware useful since valid one year amount paid waste fund possibility return bought amazon march 14th installed day later removed product computer 28th march,2.0 out of 5 stars,"Reviewed in the United States on March 31, 2020"
73,Jacque Zweygardt,buy,awful awful awfulonce downloaded software nothing problem computer hour hour trying find problem hour hour phone mcafee worse began even use computer want pay one technician fix problem software created buy,1.0 out of 5 stars,"Reviewed in the United States on August 23, 2018"
74,SUNDARESAN BALAKRISHNAN,dont waste money,zero star one purchased pop check good true made mistake added cart reading review beyond frustrated software amazon failed big time dont sell trash way download even uninstall mcafee app reinstall junk matter allow installation,1.0 out of 5 stars,"Reviewed in the United States on December 21, 2021"
