,User Name,Review Title,Review Text,Star,Review posted time
10,Su A.,No full screen clock mode,  GIVE US A FULL SCREEN CLOCK.  Why oh why Amazon does not provide the same clock options as a Show 5 or Spot does for the Show 8 baffles my mind.  1 star until that is fixed.,1.0 out of 5 stars,"Reviewed in the United States on November 29, 2019"
11,Su A.,"The Pros, Cons and Oks for the Echo Show 8 (HR).","  Pros:__________• Very compact and simple design.  I like these designs because they can fit in all rooms. Bedroom, Kitchen, and the living room this echo can fit in any location.• It has a large rubber foot that keeps it from shaking around.• Big fan of the black mesh fabric that covers the back of the device. It doesn’t become a finger/dust print magnet.• Extremely simple setup as you do the setup right on the screen (you don’t need to download any app). All you need is Wi-Fi and you’re basically done.• You can set multiple alarms and have them repeat on various days of the week. Change the alarm tone, have the sound gradually increase to get you out of your sleep, and be able to play the music that you want. This a customized alarm system that fits anyone’s needs.• To add more customization, you can make this device a picture frame. You can set a single pic or a slideshow of pics as your background.• I love the privacy. To have a “physical” shutter, to block the camera, is an excellent choice. If I didn’t have this, I would, like every laptop, place some tape in order to block the viewing. It’s very quick to just slide on the shutter. In this day in age, you never know whose watching. It’s the little things, like these, that shows that Amazon knows what we want (sometimes).• There is a button (next to the volume controls) on the device that will allow you to mute the mic.• You can say to Alexa ""delete everything I said today"" to erase your recorded search history (The little things go a long way).• Even when I block the camera shutter, I can still take calls or talk to Alexa.• The light sensor goes into a nighttime display when the lights are off. Waking up at 3 to check the time was quick and painless to my eyes. The sensor is able to add the appropriate amount of light, depending on how much light is in the room. It’s similar to the auto-brightness we have on our smartphones.• Has a built-in 3.5 mm audio cable which means you can plug this in your home speaker system. I didn’t find the need to test this out because it’s just plugging into another speaker.• Two web browsing options, Firefox and Amazon Silk, but I recommend you stick with Firefox (Found it better in the use with this device).• Like all voice commands, asking Alexa for the weather, make a call, play music, turn on a light (a smart light), and so forth does its job, most of the time (will go into details in the Con section).• Software-wise, I do appreciate that on the screen, if you hit the smart home button, organizes what devices you use frequently. I found this very useful to see what smart devices I use the most (what a shocker that it was the smart lights in my house.) It is useful if you need to quickly turn a specific smart device off.• If you have a thermostat smart device, one cool feature is changing the temperature with the Show 8. I ask Alexa to change the temperature of my thermostat and a slider pops up on the screen, allowing me too automatically to tweak the temperature further.• There is also a button, on the device menu, to turn off everything connected to the Show.• The voice calls come through the Alexa app or through Skype.• Does have Bluetooth. As Sheldon Cooper wisely once said, “Everything is better with Bluetooth.”• The microphone picks up my voice very quickly. This is having the TV on average person volume level and, probably, 20 feet away.• The screen is actually viewable. Having seen the Echo 5 in the past, The Show 8 screen is a huge improvement in viewing videos or getting a glance for quick info (weather, news highlights, time, etc.).• With smart screen layout, I can see this fit for security cams and baby monitors. I have a Ring camera on my door, and this works like a charm if I need to see who at the door.• Saying “Alexa, start my day.” Is a pretty cool experience if you spend the time customizing what you want to see and hear, from Alexa, when getting out of bed, You can have a very modern morning cycle.• Taking and receiving phone calls is a real breeze. I here no static or break in communication when talking to my colleague. Note that I didn’t try WIFI calling international.• To summarize, you have 4 ways of communication: Message, Call, Drop-In, and Announce.• When playing Foo Fighters, the Show 8 does display the lyric alongside the song it’s playing, “The Pretenders.” One word for this, Karaoke!• Good speakers for music coming in the Show 5. It’s loud, which was a little surprising, given the size. Not enough for a house party, but enough for study or cooking time.Cons and Oks:__________• You can’t watch YouTube videos by using Alexa’s voice command. You have to physically go and type it in the web browser. Google owns YouTube and as of 2019, Amazon and Google are not the best in merging software. A major buzzkill because learning how to do something is what YouTube is made for.• Instead of YouTube, Alexa will bring you to Wiki videos. They’re very basic, not a significant amount in video inventory, and I was only able to access the intro videos. I wanted to know how to bake cookies and I needed to go to the screen and touch the next video for it to play. Wiki videos don’t give you the opportunity to cook “Binging with Babish” videos.• Beware of the advertisement for watching movies and shows. Amazon loves cutting 30% of the screen with advertisements. You need to be prepared for this experience because this is not going away.• Unlike Google’s Nest Hub, when you speak to Alexa, the device will not show you what you said. Alexa has messed up in what I said, yet I don’t know which word that caused the miscommunication.• I want to mention this again, NO SUPPORT FOR ANY GOOGLE SERVICES. To be honest, Google owns the internet (Photos, Drives, Nest Cameras, YouTube, etc.) and with this device, all the basic searches/videos you want require additional steps.• Want mapping directions to go to a place around your city? Stick to google maps on your smartphone because Alexa doesn’t do this.• The camera isn’t anything to brag about. It doesn’t have any advance HDR features, but then again it’s only for video calls.• Web typing on this is miserable. I just stick to my phone if I need to search for something really quick.• The bezel around the screen makes everything look smaller than it is. Its screen size does help reduce the feeling.• No real apps are useful, given the size.• Alexa is no Google Assistant. You have to speak in a specific syntax in order for Alexa to do what you want it to do. With simple demands, Alexa works like a charm. It’s when you start asking random questions that Alexa will say “Sorry, I’m not sure about that,” or something similar. Example: I said ""Alexa, show me dog videos"" and nothing happens but saying “Alexa, open Prime Video,” it opens right away. Very specific on what you need to say.• No USB port to charge your phone. This Show, to me, is more for public viewing, the center of attention. A USB port would’ve been great not only to charge your phone, but to input pictures, videos, and even recipes into the Show.• When you start getting used to the Show 8, turn off Alexa tips. Having that feature on will clutter the screen by default. You have a small screen and yet the Show 8 wants to put as much as it can on it.• When streaming music from my iPhone to the Show 8 (using Bluetooth) the music isn’t clear as it’s plagued with Bluetooth artifacts. I have to assume this is a software issue, so it may be resolved in the near future updates. Still, I think you should know.• There is some lag on the touch screen. Tapping on a back button I have to wait 2-3 seconds before it follows with my request.• Want to move it around, you need to pay for the viewing angle attachment because you can’t adjust viewing angles without it.• The screen maybe a little too bright when it’s dark in the room.• The Show 8 doesn’t have any Dolby features, which makes the volume for music loud, but not clear. Playing acoustic songs are fine but playing anything other complex songs (Foo Fighters, Lady Gaga) distorts the quality of the song.• There are a lot of steps to just do a simple task. I wanted to pick my preferred source images and had to go through Settings, Home & Clock, Clock, and finally to Personal Photos. A lot of steps for such a simple task.Bottom Line:__________Of the Echo Show and Echo Show 5, this is the best one out on the market. The two things that make this the best between the three is the screen and the privacy layout. The screen is large enough that watching videos wasn’t a hazel, and the manual buttons for privacy are a must in this day in age. It’s a very nice design and I see this as something you will have in the kitchen of all places.The Show 8 does a lot of decent work, but it also has numerous other features that it isn’t the best at due to software issues. The resolution isn’t mind-blowing, as it’s something to either play music, or even a movie, in the background while you work. This is no replacement for a screen to watch for 2 hours as it’s more for a quick 5 minutes here and there. This is why I see this for the kitchen as it’s a great place to follow cooking videos. Anywhere else I feel it would not be put into use enough to be worth the cost.Also, I advise everyone to take a look at the Google Nest Hub, Lenovo and the rest of the Echo Show smart system. The truth is, for a universal home smart system, this isn’t it. The Google Nest’s software is top of the line in communication and user interface. The Show 8’s main highlights are privacy, video calls, smart house function, and the price. With the price you’re getting it’s a nice system to screen ratio, but if you’re not fully on board in the Amazon world you’ll be restricted in so many ways that sometimes it’ll be quicker to just take out your smartphone.Overall: The best of the three Echo’s, but most useful in the kitchen or at your desk.",4.0 out of 5 stars,"Reviewed in the United States on November 25, 2019"
12,Joyce,Mickey mouse design,"  Who designed this thing? I do not need a billboard by my nightstand, please remove the ""Things to try"" and provide a full screen clock. Give me a break.",1.0 out of 5 stars,"Reviewed in the United States on December 1, 2019"
13,RogerReece,Get something else,"  I was lured in by the good price on Black Friday, but I can’t recommend this device. Unlike some of the reviews suggest there is no way to turn off the things to try message which constantly appears at the bottom of the screen. I’m unable to select most of my Facebook albums, and the weather forecast does not stay - rather it rotates on and off.Overall this device accomplished nothing notable, I would not recommendEdit: an amazon employee named Kristina reached out about some of my concerns which I do appreciate and took some of my feedback. She confirmed that there is no way to turn off the things to try prompt but told me that it was a common feedback. While there is no published limit in the number of Facebook albums that it supports I found that after about 50 it stops looking which meant I had a lot of old albums to select from but nothing recent. The weather app can be selected as the only card but it doesn’t stay up, it appears for 30 seconds or so then Disappears for 30s and the cycle continues. Overall the physical quality of this device is quite good but the software lacks any sort of customization to the point that you pretty much get a stock experience out of the box. My original point stands that this device doesn’t really accomplish anything despite being well made",1.0 out of 5 stars,"Reviewed in the United States on November 30, 2019"
14,Plastic Doc,Irritating Messages,"  This would be a great product, except for the annoying and persistent messages for ""things to try"" across the bottom half of the screen. I'd love to be able to rate this higher, but with the annoying messages that you can't get rid of, I realize I should have bout a Google product.",1.0 out of 5 stars,"Reviewed in the United States on December 1, 2019"
15,Honest Reviewer,"Echo Show is barely usable today, but does have potential.  Software not ready for ""Prime Time"" yet.","  The Echo Show is barely usable, yet has great potential.I say this because I wanted a nice Clock/iHeartRadio/Calendar/Weather Forecast/Voice Control for home automation device for my desk.  The Echo Show fails to provide these services...seamlessly.  Each of my requirements can be individually met, but not together.  Let me explain: If you are listening to iHeartRadio, then you cannot see the clock/weather/etc...  The BASIC function of what time it is does not work if you are listening to a radio stream.  The iHeartRadio app takes total control of your display, NO ROTATION of other apps.  There goes the clock.  Further, the font for the clock is not configurable.  Epic Fail for those with less than perfect vision.  The ability to customize this product to my desires/needs is why I rate this product as being barely able to be sold as an automation product.  To add insult, Amazon runs hints across the bottom of the screen: Try ""Alexa, open ....""  This is nothing but annoying SPAM!  You cannot disable this ""feature"".  I own most of the Echo product line and threw out the Google products because even with all of Echo's short comings it's still better than Google.  If you think that the Harmony product line integration with Echo is good, you are wrong.  Again, barely crosses the line of usability.  Example, you cannot set up a voice command to execute a single IR button (ie. arrow up, arrow down, etc..).  I have installed high end automation equipment in my house (Crestron) and compare this product with decent home automation.  Echo is not ready for ""prime time"" yet, has great potential...eventually...hopefully.",1.0 out of 5 stars,"Reviewed in the United States on November 30, 2019"
16,Gustavo Ferreira,"alexa, quit showing me suggestions!!!!!!!","  Update - There are reviewers out there who claim you can turn off the suggestions.  When I first go the device I went to the ""Home and Clock"" settings, turned EVERYTHING off, and I still get the alexa suggestions all the time.  One person also claims to have a full-screen clock displayed.  When my review was posted, I received a phone call from an amazon support person, and he agreed there is NO way to turn off the alexa suggestions and he also agreed there is NO way to display a full-screen clock.-------------------------------------------------------------I have the show5 and I really like it.  I have turned off the notifications but I still get the annoying alexa suggestions at the bottom of the screen.  On the show5, at least the alexa suggestions are in small print and I can pretend they are not there as I enjoy my large clock.  On the show8, all you get is a small clock in the upper left corner - no way to change it and since the screen is bigger, the mandatory alexa suggestions are in bigger font.  The good news - it was up and running in about 2 minutes and amazon music sounds good on it.  The bad news is, do I really want to keep it?  I really like the large clock face on the show5 and it seems ridiculous I have NO clock options on the show8.",2.0 out of 5 stars,"Reviewed in the United States on November 27, 2019"
17,Jeremy Buck,OMG Amazon please turn off the stupid things to try That is now on the wallpaper non stop,"  I got this primarily to use as a digital picture frame in my living room and it does a great job of scrolling thru my pictures and they display beautifully.  However, it puts the annoying things to try at the bottom of every single picture and is ruining it as a digital picture frame.  People have been begging Amazon for years too stop doing this and they keep ignoring it. I have turned off continuous scroll, Discovery,  and every other setting I could find and it is still there. This is infuriating.  I mean really, by now, most people know how to use their alexa devices, so why do they think this is necessary?!?! It makes no sense that they should force this on everyone .  I have an echo spot and even a show 5 that I was able to get it to at least only show it once, but on the 8 they apparently decided it should be a part of the wallpaper itself. You also can't adjust the clock size or position like you can on the show 5. There is nothing worse than looking at pictures of your beautiful children with the stupid things to try at the bottom.",1.0 out of 5 stars,"Reviewed in the United States on December 3, 2019"
18,BJ B.,Software issues & needs more options !!,"  Just received my Echo Show 8, set up was basically the same as an Echo Show 5, however, there is differences when it comes to the menu and options, I liked the addition of optional photos to chose from but the option to have the day/date on the screen is gone, who would do that, also there is no options for making the time fonts bigger/smaller.  Would be nice also if you could change the font colors. The speed at which the pictures rotate is much to fast, at least for me, maybe more options would be nice like an hour or 2-3-4 or even as long as a day, have a different picture every morning.  The size is nice but without being able to enlarge the fonts .. well .. would be nice for people that can't see real well. Overall I like it but needs some fine tuning as far as options especially for the price.  Another thing is I really don't need Alexa telling me to try and do things all day long I mean come on, how about an opt out button.Update;  12/12/2019I had two brand new Echo Show 5's that got sent back for fixing after dealing/chatting with Amazon customer service several times over a two week period because picture rotation would freeze along with a couple other glitches that occurred now and then and got sent back two refurbished/renewed Show 5's, my point here is that my brand new Echo Show 8 is doing the exact same thing, so instead of going through the whole customer service fiasco again I'm just returning it while I still can and not getting another one.  Another thing I noticed that I disliked after using it for a few days was when you set a timer the numbers are nice and big with a count down, but after just a couple seconds the timer shrinks down to where you'd have to be inches away to read it.Maybe, just maybe when gen-2 Echo 8 comes out I may revisit it, but they need to make some major changes.",2.0 out of 5 stars,"Reviewed in the United States on November 28, 2019"
19,John Govern,Review that is currently “most helpful” for this product is wrong.  “Things to try”,  When I saw the reviews for this device and saw there was an argument about if you could turn off the “things to try” and the “most helpful” review by far was saying that “things to try” COULD be turned off I figured that it could be turned off and i should still buy the product. (I bought 3)  After spending 1 hour I can confirm the “most helpful” review here is completely false and “things to try” cannot be turned off in any way.  The most helpful review here should be removed as it is incorrect.  Also “things to try” is much more annoying than I thought it would be.,1.0 out of 5 stars,"Reviewed in the United States on December 8, 2019"
20,Experienced at life,Worst mistake possible. Terrible firmware,"  How Amazon thinks people will tolerate a device which force them to watch things on the screen all of the time that we do not want to ever see is amazing.Maybe they'll get the message that thousands of people are complaining about the same thing,  I wish I'd seen the complaints and poor reviews before hand.  I want to set this so nothing shows on the screen except the time in big numbers.  None of the THINGS TO TRY constantly changing and annoying us.This will be going back unless someone at Amazon tells me that new firmware is coming that will allow us to configure our devices to our needs.  Think of how many people would be upset if every few minutes your none display echo units would ANNOUNCE THINGS TO TRY that you could hear while doing other things.DO NOT BUY THIS UNLESS YOU ARE CONTINENT TO LET AMAZON CONTROL WHAT YOU SEE.",1.0 out of 5 stars,"Reviewed in the United States on December 7, 2019"
21,Ms. T,“Try Alexa” that cannot be shut off is too obnoxious,"  I’m contemplating returning it, the “Try Alexa” feature sucks and cannot be turned off.Update.Within an hour of posting this 1 star review I received a call from Amazon support wanting to help me. Sadly there is no way to turn off Try Alexa, but they told me that they were sending recommendations to their product engineering team. Because of the call I decided to keep the device as I figured that with so many bad reviews this would be a priority for Amazon to fix. Almost 2 months later it is still there and annoying. How arrogant must a company be to continue to push what should be an optional feature on its customers. Our echo show is in a corner hardly ever used. I highly recommend that you stay clear of this product until the feature is fixed.",1.0 out of 5 stars,"Reviewed in the United States on December 8, 2019"
22,Don,MAKE THE AMBIENT CLOCK BIGGER!!,"                    The media could not be loaded.
                




   I love the Echo Show 8. The only thing I hate the most is the SMALL DIGITAL CLOCK!! Why would you put such a small clock on a bigger screen! When the Echo Show 8 goes into ambient mode the clock is in the corner!! Lol. I hope you update this to a BIGGER CLOCK!! If not I'll send it back and be happy with the Echo show 5. Sound is great! Picks up my voice better than the show 5. I'm using an extra stand from my show 5 and I don't know if I'll need a stand right now. Please stop displaying ask Alexa this or try this on my screen. I don't want to see that stuff! Should be able to just display things I want to see!! It works great with my Wyze Cameras and all my WiFi lights. The sound is really really good!! Way better than the Echo Show 5. I can't stand the clock is so small! I had friends looking in the manual and online for a way to make that clock biggie! I hope I mentioned the ambient clock enough, so it gets stuck in your head's!! PLEASE UPDATE THE AMBIENT CLOCK! I wish I can change the color of the clock. I have until January 31 to return it. Get moving on some updates!",4.0 out of 5 stars,"Reviewed in the United States on November 29, 2019"
23,Don,Yes this is incredibly annoying,"  So I read the comments before I purchased it stating that the ""Try, Alexa ...."" messages can't be removed from the screen.  Honestly I thought that was wrong.  But nope you really can't remove these messages.  They are on the bottom of every screen.  It is unbelievably annoying.  You think you should get use to it but you don't.There are complaints all over the web about this yet Amazon has done nothing.  Amazon if you read these messages let me give you a tip.  These messages don't make me more likely to use services they make me less likely.  I don't read the messages, I try to ignore them.Since Amazon is disregarding the input from users, the only option is to not buy the device and return the ones bought for a refund until Amazon adds the ability to turn these messages off.  Nobody buys a screen to be forced to watch ads.  Amazon if these messages truly added value then customers will leave them enabled on their screen.  The fact that you don't provide an option to turn them off indicates you realize they don't add value.I'm returning mine I suggest everyone simply think twice before you purchase one.  It truly is frustrating beyond belief that there is no way to disable these messages from the home screen.",1.0 out of 5 stars,"Reviewed in the United States on December 13, 2019"
24,No Way,No way to turn off annoying ads,"  Will change from 1 star to five once they make it so that we can remove the ""try, alexa"" annoying suggestions at the bottom of the screen. How this is not an option baffles me. Really really bad programmers...",1.0 out of 5 stars,"Reviewed in the United States on December 3, 2019"
25,A. Kanter,It's pretty good but there are some things I'm not a fan of.,"                    The media could not be loaded.
                




   So I got the Echo Show 5 early Nov 2019 as the Echo Show 8 wasn't going to be released until the end of the month and I needed a new Bedside alarm clock.  While I did like it, I felt it was too small for my needs.  The Echo 8 finally got released and so I sent this one back and ordered the Echo 8.  It was easy enough to do a Return and order this in its place.  So Amazon is great there.So I've included some pictures while I had both the 5 and 8 at the same time.  You can see the 8 on the left and the 5 on the right.  Front view and side view along with it in the dark.  I also included a short Video where you can see them side by side with the light on in the room and then what happens when I turn the light off.I do like the 8"" Echo Show better.  The biggest issue I have is the size of the TIME.  Look at this side by side.  They are the SAME SIZE!!!  Look at all that wasted screen space.  I got the 8 so I'd have a larger clock.  But in a bright room, look at the SMALL time in the top left corner.  Look at the picture in the dark. The clocks are the same size, but the 5"" one is in the middle of the screen, and the 8"" once is up on the top left.  Looks at that black screen and a huge amount of wasted space!!!!  Why is this?  It's almost made getting the 8"" screen pointless.The other thing is the line on the bottom where it shows you things you can ask Alexa.  There seems to be no way to turn it off.  I've turned pretty much everything OFF and yet it's still there.  If you were using this 8"" as a picture frame, which you can do and have it cycle through pictures, great, then maybe a small clock on the screen is a good thing?  But with an all-black screen, what is the point then?I like that you can easily block the camera on both the 5 and 8 as you can see in the picture the camera is blocked and I have ZERo plans to ever use those.  Both can hear me just fine.  I can tell it when to set an alarm and it does it easy enough.  In the morning I can just say ""Alexa Snooze"" and it'll snooze for 10 minutes.  It hears me just fine.  It can play my Apple Music.  I do have a couple of Apple Homepods that sound better.  I could use them as an alarm, etc.  But I wanted a screen I could just peek at.  Apple has no other options.  I'm not using my iPad as an Alarm clock.Amazon needs to update this 8"" version to better work with this larger screen. Or at least have an option to have a larger clock on the screen.  Also at first when its night mode, the screen had this black background glow I didn't like where the 5"" version didn't.  Luckily I was able to adjust the brightness down just a bit which cured that issue.  Now I have a completely black screen except for the time.  The time is also not very bright.  It's not lighting up my room which is a good thing.",4.0 out of 5 stars,"Reviewed in the United States on December 8, 2019"
