,User Name,Review Title,Review Text,Star,Review posted time
13,Connor Hua,Do not buy.,"  I bought this in early June to give to my son who has a diabetic cat.  As he was moving out of our home into his own apartment where the cat would be home alone all day. This would give him peace of mind to be able to look in on Poe. But it has yet to work. Amazon had nothing but great reviews but my son found the Google reviews were saying something different. According to these reviews this item worked well until an update to the app was done in January.  At that time, everyone said the app stopped working and they were hoping a new update would solve the problem. Well here we are in July and still not working. My son said in June he would wait for the update. For me, just a waste of money. Should have spent a little more and got something better. But I trusted the Amazon reviews.",1.0 out of 5 stars,"Reviewed in the United States on July 10, 2019"
14,Chris,Someone talked to our child!,  My wife woke me up saying that she heard someone talking to our child. It’s sickening that someone hacked into our camera and was looking and talking to our child. I thought the encryption features of this camera were supposed to be great. We won’t be buying a camera again that hooks to WiFi or data. AVOID THIS CAMERA AT ALL MEASURES.,1.0 out of 5 stars,"Reviewed in the United States on May 6, 2020"
15,Gabriel,Cat cam!,"  On a whim, I decided to purchase an indoor camera to see what my cats got up to when I was sleeping or away. I learned they're actually pretty boring. haha! The camera was super easy to set up. Download the app, scan the code and voila! I installed a 128 micro SD card, but I also opted for the 3 day cloud service as a sort of backup. Plus, I like that the cloud catches incidents and I can move to each one. The videos are good quality and it's fun to capture videos and photos from the footage to share.In fact, I was so happy with the Cat Cam 1, I purchased a second one: Cat Cam 2 for another area of the house.I do have one teensy complaint or wish about the cameras. I wish that when you scroll through the saved videos, you could see what you're scrolling through, like when you grab the bar on YT to move it, the pictures you're moving through show. If that makes sense. On the Nooie 360, if you grab the bar to move it, it just skips to that place. Having the incidents notices on the cloud sort of works around that, but still. I also wish there was a way to see the live feed and/or have access to the cloud saves on the computer. I've tried different things, but can only see them on the app. If I want to view on the computer, I have to record the bit of footage I want to my phone, then send it through dropbox or email.Overall, great cameras. My family and I are having fun with them. We like to talk through the phone app to troll each other. You can also pan the camera all the way around from the live view in the app to check the room.  Just a great little camera set up to have fun with and also have an added bit of security.Photo1 - Hitting the picture/still capture off the video in app.Photo2 - Night vision works really well!Photo3 - This is a screen cap of the whole app as you would see it in use viewing the cloud captured footage.",5.0 out of 5 stars,"Reviewed in the United States on August 30, 2020"
16,Gabriel,Horrible app makes this otherwise good camera useless,"  I got suckered in by the many 5 star reviews and after receiving the camera (which technically works, it's the app that's horrible and renders the camera useless) I understand now that these reviews were left as a bribe for free stuff. Included in the package is a note stating if you leave a review you get a free SD card so their high rating is essentially bought.I will be returning this camera as the app is so horrible it's impossible to use. It freezes constantly (search these reviews for the word freeze) which defeats the whole purpose. When the app is functioning it provides a clear picture. But as soon as I try to zoom in or pan around, the picture freezes and I'm unable to control the camera or see what's happening anymore. I have no choice but to force quit the app and start over. It's really too bad because the picture and viewing angle are superb. They really need to update their app so that it's functional.",1.0 out of 5 stars,"Reviewed in the United States on November 15, 2019"
17,ARetiredArmyVet,DO NOT use as a baby monitor! Worst camera ever.,"  I got this camera a month ago because of its positive reviews and price. After one month of using it, I should have invested in a more reliable brand that I know would work properly. We used it as a baby monitor for our newborn but the image kept freezing countless times (which ruins the whole purpose of MONITORING your baby!. so DANGEROUS! . Countless times I thought my baby was fine and then I realize I was looking at a frozen image for hours. Once again, very dangerous!. My baby could have had a real problem and wouldn't have known until it was too late). Oh and BTW, I even installed a wifi repeater right next to the camera to make sure it wasn't freezing because of a week wifi signal, but the image freezing despite having a super fast 130Mbps wifi signal right next to it.  Complete waste of money.",1.0 out of 5 stars,"Reviewed in the United States on September 9, 2019"
18,ARetiredArmyVet,RED FLAG! DO NOT BUY! MOVED ON ITS OWN!!!!,"  I bought this for my sister for her baby shower and once putting the monitor to use, it worked well. it's a good product until one night, she was laying in bed. her and her boyfriend were not signed into the monitor app at all. he was sleeping next to her and she was watching netflix on her phone when she heard the monitor turn in a full circle by itself then turns directly to her. She immediately unplugged and turned it off and haven't used it again.",1.0 out of 5 stars,"Reviewed in the United States on April 11, 2020"
19,ProfDPitt,Best Home Security Camera for your buck,  I've more than 8 home security cameras at home.  This 360 camera provides FULL view of the entire area I'm interested in.  Easy set up in 2 minutes.  I'm able to get notifications whenever there is motion detection to 3 of my devices.  Loved the option for cloud storage as well.  Oh the audio via my device to device was superb.  Is like I'm there talking to the person only with about 1/2 second in delay.  Best camera for this price.  I'll be getting a few more to link them all so I can view all cameras in a single app.,5.0 out of 5 stars,"Reviewed in the United States on May 16, 2019"
20,ProfDPitt,"Pairing was always a pain, then stopped working < 6 months in","  It worked fine for <6 months before it just stopped being able to connect.When it worked- pic quality was good both for day and night.- Relatively easy to swipe ur phone to get camera angle moving- easy to record video and photos- generally quiet, some whirring noise when movingWhat was a pain:- pairing it is a huge pain. You have to get on a 2g network, get it to read a QR code (sometimes you’d have to try 5-10 times, each time it takes 30 seconds). Then if it did read the QR code you would then have to wait and pray for it to pair (when it did work, sometimes you’d have to try that step another 5-10 times.) the camera also needs to be re-paired everytime power is out or WiFi is out. So all in all a huge waste of time. Ultimately of course the last time I tried to pair it, it refused to after countless tries. So now it’s completely useless. I’ve been using it for less than 6 months.",1.0 out of 5 stars,"Reviewed in the United States on May 18, 2020"
21,SouthernAgain,"Be wary of Nooie and its minimalistic packaging: It truly is minimalistic, even in its features!!","  Pros: appearance, decent 1080p quality (as seen on photo)Cons: dysfunctional 2-way audio/voice capacity (you can make out 2 seconds worth of speech through receiving audio but it is impossible to send intelligible messages due to choppy and disconnected interference), extremely slow movement of camera (you literally have to swipe multiple times—super labored— to get the camera to move 1cm every 3 swipes).We really wanted to love this set and purchased 4 cams to monitor our pet throughout the day. If you have a pet turtle or a pet snail, or even a sleeping baby, it might work. But this is definitely not for dogs and moving babies because the camera will not move fast enough even though it claims 360° coverage. If you don’t want to hear your pet/baby bark or cry, then this may just work because you can still hear them, but just not long enough since the audio is limited to 2-3 seconds at a time. If you ever want to talk to anyone through the camera, it’s better to forget the feature altogether. Our house is on 660mbps internet which is pretty fast and should not be the reason to such poor 2-way communication. For its beautiful minimalistic appearance, I wished so badly to keep all 4 units. I even purchased the Nooie doorbell cam and the power strip but now am having second thoughts of following through with this company... There are other brands out there that will be way more reliable for your purposes of monitoring your loved ones than Nooie.",1.0 out of 5 stars,"Reviewed in the United States on April 10, 2021"
22,Zach,Excellent Camera With Great Features,"  Bought this on impulse as one of those 24hr deal things and it was so worth it. We use ours to keep an eye on the kids' pet rabbit. set up was a breeze and I didn't even realize it had night vision until it automatically switched when the light got too low.My only complaint would be that the camera is slow to respond when you try to move it via the app BUT that's a feature we rarely use anyway because I set up the camera in a way that I can see the whole bunny enclosure without moving. Good thing, too, because she HATES when it moves. So heads up, your pet might see it turning and FREAK OUT. She's used to it by now but she still doesn't really trust that it's not going to eat her. Attached photo is from my phone because I'm not sure how to save video and pictures from the NooieCam yet.",5.0 out of 5 stars,"Reviewed in the United States on November 28, 2020"
23,T. D. Green,"Great product, horrible company!","  Great product, horrible customer service from the company. I ordered the Nooie 360 and quickly set it up in my baby's room only to find some of the features were not working (motion tracking and being able to move the camera). I chatted with Amazon and they said the same issue had been reported by other customers and it was resolved remotely from the manufacturer. Perfect, I thought. I reached out to the manufacturer via their customer service site. No response. Emailed. No response. Messaged again. Amazon suggested giving it 48 hours as they are required to respond. Nothing. I contacted Amazon to send a replacement but it's just frustrating that the manufacturer wouldn't respond.As for the camera, the picture quality is impressive (especially night vision). The motion and sound notifications are convenient so I don't have to have the live feed going all night. I'm excited to receive the replacement so I can fully use the camera as intended.",3.0 out of 5 stars,"Reviewed in the United States on May 20, 2021"
24,T. D. Green,Nice baby monitor if you can have the app up,"  -Easy to set up-I like the app and being able to see and hear my baby. I like that I can take a snapshot picture or video of her.-I like that I can move the camera from my phone.-The visual quality is quite good. Even at night I can see really well.-I don't use this option yet, but you can speak through your phone to the camera so it can be heard by baby.-The only way to see or hear what's going on is to have the app up on your phone.-Having the app open drains your phone battery pretty quickly.-Only one device can be logged in at a time. So if I want to see what's going on, it kicks my husband out of the app.-You can get notifications on your phone for sound or motion. You can change the sensitivy for what you get notifications for.-You need an SD card I believe to be able to go back in time to see something through the camera.-I ended up purchasing another simple audio monitor so that I could hear if my baby was crying without constantly having the app up and draining my battery. Then if I heard her crying I could go into the app to see what was going on.",4.0 out of 5 stars,"Reviewed in the United States on January 27, 2020"
25,jennbee,Only ONE viewer allowed at a time greatly reduces the value of an otherwise VERY superior product.,"  If you have more than one person in your family who will actively be wanting to keep an eye on things, too bad. Since this is portrayed as a ""baby monitor"", let's imagine a strange, odd, almost unheard of scenario... One involving TWO people!  A mom.... and.....? A Dad!!!!  Whoa.... [Mind. Blown.]  I know, crazy right... Let me add to the Twilight Zone-esque atmosphere a little bit here... Let's imagine that BOTH of those humans want to keep an eye on baby at the same time. Too bad!  It's not going to happen!  If mom is at work and she wants to log in to the app so she can observe the baby from her office while dad has his mobile device with him in the kitchen as he prepares lunch for the other children in the family, HE will be kicked out of the app once mom logs in. Or conversely, if mom was logged in first, SHE will be kicked out when dad logs in.  As you see from the other stars given to the product, the picture quality is great 1080! The motion detection works very well and even is capable of automatically following movement! The IR night vision is quite clear. not full color, but it is IR, and as I said, it is VERY crisp and clear.  Those are all VERY VERY great features and attributes for this device.  But for me and MY needs / uses of the device, more than one person should be able to log in to view.  I can appreciate that, perhaps this is a security measure, albeit NOT a very good one, since it does NOT deter unwanted login, it merely kicks out the current user to allow the next person logging in access to view.",1.0 out of 5 stars,"Reviewed in the United States on February 9, 2021"
26,Roma,Great video quality,"  It's a great camera/video with nice quality. I like how you can move the camera around to capture all of the room. Good Night vision mode. The quality is pretty great if you are wanting just to see any room of your house to check on your animals.  It's a good size and looks nice, not bulky, or an eyesore.",5.0 out of 5 stars,"Reviewed in the United States on August 5, 2019"
27,Katelyn Hartje,A Must Have for your Pet!,"  The Nooie camera is awesome. Its picture quality is very clear and the included features such as 360 degrees view, night vision, and motion detection make it an excellent all-around baby or pet monitor. Additionally, you can speak through the microphone to get your subject's attention. The slight delay in audio pickup is only noticeable if you are using the 2-way audio in the same room as the camera. In our case, this camera has helped tremendously in training our new puppy. Since he likes to eat everything in sight, it's great to be able to check in on him as well as be alerted when he barks or makes any sudden movements. As far as design goes, the camera looks very modern and its simplicity makes it easy to pair with any style, not to mention the Nooie camera recently won Gold in Home Interior Products/Electronic Device Accessory & Platinum in Media and Home Electronics/Consumer electronics and cameras from the European Product Design Award™.All in all, a great investment for anyone with a baby or pet, and at less than $50, it's a bargain. Highly recommend!",5.0 out of 5 stars,"Reviewed in the United States on October 22, 2020"
28,Vin,"3 star product, 5 star company","  Update:After posting my review, Nooie reached out to me and offered to either refund my money or send me an updated outdoor camera to try out. I opted for the outdoor camera. They did not want the indoor camera back, and truly seem to just want to make me happy and offset my losses with the previous camera. I look forward to trying the new camera. I have to say, I am very impressed with the company. I will be upgrading my review to a 4 star. The camera is still 3 star, but the company is 5, so 4 is a fair rating.A little background:  My 5 year old son is afraid of monsters. He is REALLY afraid of monsters. He is so afraid that he doesn’t ever play in his room. He has to be able to hear me and know that I can see him. I bought this to give him some peace of mind and give myself some peace (period).We put the camera in his room, connected it to the WiFi, and I got the app.At first, we both loved it. But unfortunately, that didn’t last long.For starters, the picture quality is great. That’s the only feature I have been fully satisfied with.My biggest complaint is the lag. Often times, he would say something to me, and I would respond, but my response was so laggy that, by the time it reached him, he had gotten scared that I could not hear him and ran out of his room to find me.It freezes CONSTANTLY.The field of view is not great. We had it on his dresser, and when he was sitting on the floor, I couldn’t see him. This could be remedied by mounting the camera, but the camera has to be plugged in to work, and the cord is not long enough to reach the outlet from a mounted position.The motion sensor works well in terms of detecting motion, but the motion tracking was lacking. The horizontal tracking seems to work well, but I don’t think it works vertically.We did not try the night vision because, camera and intercom or not, there’s absolutely zero chance he’s going in a dark room alone.Finally, we abandoned the camera idea for now, until I can buy a better quality product.",4.0 out of 5 stars,"Reviewed in the United States on November 18, 2020"
29,Vin,I do not recommend!,"  Ok. First I am not the kind of person usually putting bad reviews. I truly think that each one deserve a good feedback for the work they are putting into their products. But this one really deserves no stars.I will try to explain why.First everything is considered the price of the camera. I would probably not react this way if it was a 20 bucks camera. For once that I invest the price....i am pretty upset.The camera seems to be solid.The pairing system to the network works but could be improved. I am an IT engineer and I can tell that I needed 3 attempts for the pairing.You have to create an account to even use your camera.Ok now starting all the true desappointements:- when you switch the network then you loose all the sharing you did with other people (let's say one for you and one with your wife...), Very annoying.- they way that you can not share with someone to an other county, it is not said before you buy it or anywhere in the description. That is bad, knowing that if you ask to the other person to put US instead of the real country of residence, it works. So it makes no sense.-finally you can share with max 3 persons!!!???!!!!!! You (master account), your wife or husband, then only 2 other persons!! Why this limitation??!! Make no sense!Finally if the bandwidth is not big enough on the network, the camera will freeze and never allow to reconnect except after a reboot.The design is nice, field of view is ok....but for this price I expected way better on the app side. My 30 bucks Chinese camera is more flexible!",1.0 out of 5 stars,"Reviewed in the United States on January 15, 2021"
30,S,DONNOT buy for baby camera. App has a long delay.,  You pay for what you get. Camera is cute and sleek. Mounting it to the wall is ok but not to see a whole room the cord isn’t long enough. The night vision is works well. The motion and sound detection has 3 settings( we live close to an airport so that worked well for us) unfortunately if your using this for your baby DONT! It has a 2-4 second delay. The app never opens in a timely manner so your better off getting up and checking on them instead of using the camera. It updates and says it’s improved but it just seems to take longer and longer. There’s times the app doesn’t even open. Installing was not that difficult but the app and camera took some time to respond to each other. It also kept shutting down before it was synched to each other and we had to do it all over like four times. Over all I wish we had spend more money on something worth the trouble. Would definitely not recommend to anyone.,1.0 out of 5 stars,"Reviewed in the United States on April 9, 2020"
31,The Hams,Great picture quality,"  I was very pleased with the quality of the video on my phone.  Setup was easy to follow and except for needing firmware update all was fast.  I was also able to access from my phone on 5 Ghz network, although camera is a 2.4 Ghz product. So far very pleased.  Setup  required  phone  on 2.4ghz  network.  It was easy to move around the house and connected right away.  The more we use this the happier we are, works great.",5.0 out of 5 stars,"Reviewed in the United States on May 18, 2019"
32,The Hams,"Great camera, terrible software","  TL;DR :A) Video quality is actually really good, but the setup is extremely flawedB) The audio is horrible - you'll need to buy a separate audio monitorC) The software is barely usable (see below) - this was a much bigger deal than I realizedD) The integration with alexa is not easy and the video is delayedI've been trying to use this software for about a month and here's what that process looks like for me:Step 1: Open Nooie Software on my phone and realize they logged me out (no face recognition option)Step 2: Find super secure password to copy and paste into appStep 3: Open baby camera - wait for video to loadStep 4: Realize it isn't loading, force quit appStep 5: Open app again, enter password again - video now worksStep 6: Continue monitoring baby for about 30 - 45 minutes until video feed stalls indefinitely(note: there is no notification that video feed has stalled. If you're not paying attention, it isn't obvious!!)Step 7: Repeat from Step 1I've tried using the integration with Echo Show, but the video quality is degraded and very delayed. Plus, the Show is not mobile and it's very difficult to go about my day while checking on a low-quality monitor in another room. I definitely rely on the phone app much more, but the app is simply not developed to the point where it is easy to use (see above).",1.0 out of 5 stars,"Reviewed in the United States on April 8, 2021"
33,C. Heck,"Not too shabby, but it could be way better.","  Ok, so just got our Nooie 360. Got it on sale for 38$. For 38$, it's great. Pairing went just fine. Using 2.4GHz network. In fact, pairing went fine with 3 different devices connected to the same network. Also, unplugging Nooie and moving it around the house, also went pretty easy. So far, so good. Picture quality is so-so, more meh than ok, especialy in low light, but that goes for any camera (more or less). Controlling the camera via the app is slow and sluggish. Nothing to brag about, in other words.Now, the biggest problem this device has is its limited installation options. Sure, you can set it on a desk. Sure, you can mount it to the wall, with the lens facing down at a 90 degree angle. Sure, you could mount it on ceiling, but here's where troubles arise when it come to this device. Lens has a limited vertical movement span, meaning if you mount it to the ceiling, you won't be able to point the lens straight down, but rather at an angle. In our case, bassinet is in the middle of the room, so no matter where we place Nooie 360, we just can't get a good view of the bassinet. This could be remedied if Nooie offered a custom mount, maybe even one with a rotating/pivoting arm or something, but of course they don't. Which is as much of a bummer as it is a missed oportunity by the manufacturer. And I don't think Nooie's mount is standard one, again... bummer.  If manufacturer has any new mounting ideas, and if they work, we'll bump our rating. Thus far, 3/5. Recommended-ish.",3.0 out of 5 stars,"Reviewed in the United States on July 30, 2020"
