,User Name,Review Title,Review Text,Star,Review posted time
25,Troy Thomas,Mount will not attach tried everything.,"  ***update 11/13/21**Blink customer service contacted me via email and offered to send me a replacement unit due to the issue that I had below with the mount.  This one appeared to not work at first but I tried anyway and with more effort than felt normal to press down after the mount was screwed in, the replacement unit clicked into place!  For those having issues, I might suggest trying to press IN and DOWN quite hard.  It is not a great design since it doesn’t feel intuitive but it works and I would imagine that a thief would have a difficult time removing it.Original review:Wasn’t able to try out the features due to the mounting back plate refusing to click into place.  After trying for a very long time I checked out the reviews and found that many others are having the same problem.  Wait for an improved design before you buy.",4.0 out of 5 stars,"Reviewed in the United States on October 30, 2021"
26,JCReviews,Mostly Disappointed (revised),"  The instructions are a QR image that leads to the website which is of little help. The mounting side bracket doesn’t have screws and the process of how a wired connection goes beginning to end is unclear. This product, its design, instructions, and website were not ready for launch. Weighing whether to return or Jimmy it all together. UPDATE: went wireless instead of wired. Found the missing screws once I completely took apart the packaging. Doesn’t feel like Doorbell is quite right after numerous mounting attempts to slide it in as per video on Blink website.",1.0 out of 5 stars,"Reviewed in the United States on October 24, 2021"
27,JCReviews,So far so good,"                    The media could not be loaded.
                




   Received this item yesterday. Was able to install the doorbell today. Fairly easy installation. Camera quality is good. I chose this doorbell because of the ability to wire it to my existing chime box in the house. My house was built in the early 80s & the original chime box is compatible & does ring when the doorbell is activated.Got the sync module 2 combo because I had the original sync module for my outdoor cams & wanted to upgrade to local storage. Ordered a Sandisk 256 gb usb drive & works wonderfully with the local storage.If this doorbell cam is anything like the outdoor cameras, I expect the night vision to be good. I tested the microphone & sound quality is as good as I expected.If you’re in the market for a camera doorbell, I do recommend this one. I’m late to the doorbell cam game & feel this was a good purchase.",5.0 out of 5 stars,"Reviewed in the United States on October 26, 2021"
28,Mimi Hiller,Will not mount unless surface is perfectly flat!,"  If you have siding stay away from this doorbell.  The backplate is flimsy.  Even with a mounting block, the doorbell doesn't ""click"" into place.  I had to shim the back until it worked.  Horrible mounting process.  They need to release a fix for this backplate and send a new one to anyone who purchased this product.Update 11/21/2021:  Update from 1 to 4 stars.  Blink support reached out and sent me a mounting wedge at no cost.  The wedge is rigid, gives you a nice flat surface, and makes the mounting process much easier.  As far as how the doorbell itself works, it's doing a good job just like the other Blink cameras I have.",4.0 out of 5 stars,"Reviewed in the United States on October 29, 2021"
29,manon,Garbage design,"  The backplate is poorly designed and will not latch to the doorbell. I called customer support, they kept saying, “So the backplate is not compatible?” and then put me on hold and shortly thereafter hung up. I have been unable to use this for its intended function since I cannot affix the actual doorbell to the door. I’m going to try to call customer service again and ask for a replacement backplate (even though it is still a garbage design) and if I don’t get one, I’m returning it.",1.0 out of 5 stars,"Reviewed in the United States on November 5, 2021"
30,S. Stanley,Poor Product Management,"  First my batteries are dead after one week and although my door bell is wired I am told the wires will not power my Blink... with no better explanation. The mounting screws are wrong, they have rounded heads which interfere with locking the doorbell on its mount. Flat headed screws would fix most of those problems. The base is so flimsy that you must mount on an absolutely flat surface or the doorbell with not lock on the base. There is no explanation of the dimensions needed by the base plate, I cut away too much moulding for lack of info. There should be a ""wedge to angle the camera out from its corner in an installation like mine, there is only a wedge to look up not ""over there"". There should be a link or something to a primer on door bell types so people can trouble shoot things like ""The wired installation will not power your door bell because..."". All in all it seems like a Chinese product that would have been better if the developers were Americans who were familiar with American housing and doorbells. This product reminds me of an old Product Manager's mantra ""Be Happy, Ship Crappy""; true this was so a product would ever ship at all because engineers are never ready to ship. Bottom line is it does not uphold the standards that Amazon sets for its products  and it should.Update:My original search for the ""corner wedge"" only found the ""down wedge"" however the corner wedge exists! I found it at the Blink Store section and it arrived today and looks great. It fixes a lot of issues.The afore mentioned dead batteries were a missdiagnosis. The door bell went off line the first day for a while but came back when I rang it. When it went off line again it would not ring (sense me thinking it was batteries) but instead I followed the WiFi reset procedure and it came back to life; it had to be re-added to the Sync 2 as a new door bell. Fortunately I renamed it the same so Alexa's Skill would not get confused. So there seems to be a WiFi issue. FWIW I run a top of the line Netgear router.Now on to another issue... Wired but no power!! The instructions say nothing about the possibility that your existing door bell may have a diode at its button. If a digital chime is added to an old mechanical set up as a replacement door bell there needs to be a diode in line to complete the full digital chime. Blink ignores this and and when you ""set-up"" the Blink door bell it makes you think a digital door chime cannot provide ""Wired Power"" so you have to run the Blink door bell on battery power. If you find the little diode (looks like a small resistor) under you old button you should install it one the new backing plate and tell the Blink Door bell Set-Up"" that your door bell is Mechanical. Eh Viola suddenly your installation does provide ""Wired Power""; what a huge difference wired power makes as you finish your set-up.SO let's see if my door bell stays on line now. Also the Blink support team has contacted me directly to offer help... that is impressive.",3.0 out of 5 stars,"Reviewed in the United States on November 4, 2021"
31,Keex,The doorbell case would not lock in place with the mounting bracket.,  When assembling the doorbell I was not able to get the doorbell housing to attach to the mounting bracket. I could not find a YouTube video that might help. When I went to Blink site I saw several other complaints about the same issue.  The latching mechanism is a flimsy plastic pressure plate that broke in two when I attempted to attach it. I think a redesign is needed so the doorbell  can be securely attached to mounting plate.  I returned and asked for refund as I did not want to revisit the same problem.,1.0 out of 5 stars,"Reviewed in the United States on October 31, 2021"
32,Caitybug,Advertising is Misleading - Unit Runs Solely on Batteries.,"  I'm sending this back and very disappointed with Amazon's advertising team. They make it sound like this can be used as a wired installation leading the reader to think that is what powers the unit. NOT true. As I dug into the installation, I discovered the batteries are actually the sole power source for the unit, whether wired or not. From their instructions on the website, it states, ""Batteries are always the main power source, even when the Blink Video Doorbell is connected to powered wiring from an existing doorbell system.""This means there is no way I will see more than a few months on the batteries where it's in the main traffic area for people coming and going. I use a blink camera now to monitor the door and batteries last maybe 6 months with minimum video lengths, low lighting, and restricted zone setting outside the door area. Super disappointed that this isn't disclosed more clearly.To Blink: WTH were you thinking when designing this product to run on batteries at the entrance to a home? Seriously?",1.0 out of 5 stars,"Reviewed in the United States on November 28, 2021"
33,CTA,You have to push down and slide up for back panel to fit,  Seems like I am most people here that was confused on how to get the back panel of the doorbell camera to fit. You have to push down and slide the back panel up to lock it. I think of myself to not normally need directions/instructions however this should’ve been included. Also because it’s a newer product not many people are aware. (No YouTube videos or How-To’s online just yet. Hope this helps! Otherwise 4 stars.,4.0 out of 5 stars,"Reviewed in the United States on October 24, 2021"
34,Laine,Mounting Plate Design Flaw,"                    The media could not be loaded.
                




   I pre-ordered this doorbell as I have many other Blink cameras and wanted to stay with one system rather than mixing different brands/apps. When the doorbell arrived I didn't install it right away, but waited until I had time (11/20/21). I easily got the doorbell to sync and hardwired it to my existing doorbell, screwed the mounting plate to the house, but then the unit would not snap to the mounting plate. After struggling for over 20 minutes just trying to get it to snap together, I finally unscrewed the mounting plate and tried to snap it together on a hard flat surface and no matter what the mounting plate would not snap/connect with the unit.I contacted Blink support by email and they responded within 1 day. However they said the mounting plate needed to be on the wall and I explained that it was mounted on the wall. In the meantime, Amazon sent another one and I boxed up the original to mail back.The second doorbell mounting plate and unit still will not snap together either - the same issue as the first one. I've read other reviews of people having issues with this same problem. I've tried all the tips others have suggested and to no avail. The mounting plate does NOT snap together with the unit. This is definitely a design flaw.While trying to get the camera to mount several video clips happened to record (motion detected) - the quality of the video looked pretty good, but without the unit snapped to the mounting plate it is not a functional doorbell.I will be boxing this second one up and sending it back as well for a refund.",1.0 out of 5 stars,"Reviewed in the United States on December 12, 2021"
35,BillWhopper,Idk why the complaints,  Installation was extremely simple. Setting it up in the app even simpler. Video quality is pretty good in my opinion. It’s a great doorbell. Connected with to Alexa with ease. No chime needed.,5.0 out of 5 stars,"Reviewed in the United States on October 25, 2021"
36,BillWhopper,Could not mount,"  I have requested a replacement, which will take around 3 weeks to ship.Terribly disappointed with the make, as the back cover was already off when I opened the box and turned out that it was broken.Chatted with customers support who took a while to understand what I was saying, and eventually recommended me to order a replacement and return the current order.Hope the new one isn't in the same condition, else will switch to Ring I suppose.",1.0 out of 5 stars,"Reviewed in the United States on October 27, 2021"
37,t as in tom,Great Value,"  Bought this over a Ring because I have no desire too have multiple apps for the cameras in my house.  Figured it'd be a ""great value"" Ring, since Amazon owns Ring also but Im pleasantly surprise by the quality. FYI, the wedge for an extra 25° of angle or tilt is already included in the box. I bought with the sync module 2.  I have many Blink minis and Blink cams in and out of my house. The picture quality of this is on par with any other Blink cam and it gives a door notification when someone rings it. I have mine hard wired using the existing wires for my door bell. When I ring the the Blink it also rings by door bell ringer inside my house just like I wanted. To my knowledge the Ring Brand cams dont do this unless you buy a separate speaker. No extra speaker needed here. I cannot speak if you just use the battery only operation. I doubt their be any way to use you're existing door chime unless you hardwire this. Hard wiring is easy, their is no polarity since it senses it automatically.  As far as the final mounting to the base on my wall, it is tricky. I see a few reviews on here just about how hard it is to clip onto the wall or saying its defective. You definitely need a bit a finesse to get it to pop/lock in to the base plate on the wall but its snug. Also it has a security key like things you have to use to remove so someone can walk up and easily snatch it off your wall.  Overall its an excellent product for the price.",5.0 out of 5 stars,"Reviewed in the United States on November 6, 2021"
38,Murph,Happy with my purchase,"                    The media could not be loaded.
                




   Ordered Oct 15 and received Nov 9.  Works great with my existing 3 camera system.Mounted it over the original doorbell on house.  Tried to get it to work with the house mechanical chime, but would not work.  It is a rented house so I'm not going to delve into why. Yes, it was hard to mount in, but got it in a few tries.  While installing we had to take it down a few times but were able to get it back in the slots and ""lock"" it in.  Should be fun to do again when the batteries die.Press the button and it chimes at the doorbell.  A second or 2 later I get alerted on my phone, my 2 echo dots and my echo show 5.  Video is good day and night.  In my opinion it is the same quality as my 3 cameras.Having never owned a doorbell camera I don't know if this is normal.....sometimes twice a day the blink app will alert me about a video from my doorbell.  It is a video of stills taken throughout the day anywhere from 5 to 20 seconds long.  Just weird to me, but interesting to see.I am happy with my purchase and would buy again (especially if they fix the mounting issue).",4.0 out of 5 stars,"Reviewed in the United States on November 24, 2021"
39,Ashley,Just a headache. Updated review,  Updated Review.Pros.1. Blink has by far the best customer service. Very responsive and easy to contact.2. Excellent price3. Integration with other Blink camera products4. Alexa integration5. Flexible settings to fit most needs and installations.6. Ability to use existing doorbell wiring.7. First doorbell defective. Did not detect motion.Cons.1. Mounting bracket is a nightmare to work with. Very difficult to secure camera to included mounting bracket. Plastic is to thin and flexes preventing proper attachment. How the unit slid over the mount to attach is NOT intuitive. Tip: Watch the installation video. If you need longer screws make sure screw head does not stick out as this will also prevent camera from attaching to mount. Use only the holes pre drilled on the bracket. This issue is known to Blink and I believe they are trying to come up with an updated mount to address all of these issues.2. Some setup instructions are not clear.3. I was not getting any motion detection from the camera. Customer service determined the unit was defective and sent a replacement. No issues with replacement.Tips:1. To access all features use with sync module which is not included. If you already have Blink cameras it will connect to your existing sync module. A battery only setup with no sync does not allow you to view the video feed unless someone rings the bell.2. If you are attaching to a home with Vinyl/Aluminum siding the camera may not sit flush. Consider purchasing a Blink doorbell wedge mount. You can also purchase a corner mount which tilts the camera in. I ended up buying the wedge mount and a Vinyl siding surface mounting block.3. I did not initially think my camera was getting power from the home wires as when I did attach it without batteries in it did not power on. You initially set it up with the batteries and need to scan the QR code on the back of the camera. I thought my home transformer may be an issue even though it meet the requirements listed. After you do the initial setup and install the camera go back and do the setup again where it will ask you about the wiring. There are additional setting in the camera menu concerning the home wiring option. Yes it still rings my interior chime which is nice.,4.0 out of 5 stars,"Reviewed in the United States on October 26, 2021"
