,User Name,Review Title,Review Text,Star,Review posted time
10,ChicagoGamerGuy,Known issue with Motion Detection. Cameras are essentially defective,"  I purchased several Blink XT2 cameras for the outside perimeter of our home and they work reasonable well so I ordered a pair Blink Mini Cams for the inside.There seems to be some issue with the motion detection feature with these cameras.  There are times where it essentially doesn’t work meaning I can walk across the room, get within inches of the camera, and no motion alerts are generated.This is extremely disappointing as these cameras are designed to only record when motion is detected. They are essentially defective as the motion detection feature does not work consistently.This appears to be a known issue with the current firmware but they continue to sell the camera despite the fact they are defective. I plan on returning these cameras.",1.0 out of 5 stars,"Reviewed in the United States on August 23, 2020"
11,Jeff Leroux,Crime caught on camera,"  You can't beat this camera for the price. That said, here's my story. I kept finding poo under my bed. I have two chihuahuas and neither one would admit to the act. So I brought in technology! I set up my camera and during the night the guilty party was exposed.As I lay sound asleep my phone chimed and woke me - the trap had been sprung. I now have video evidence of his crimes, yet he still denies it was him.Having the camera under the bed has stopped both dogs from going under there, so well worth the price.",5.0 out of 5 stars,"Reviewed in the United States on December 13, 2021"
12,Sharlie,Nice product,  Great price and product. Connected very easily to my existing Blink system. I am not happy with having to pay for storage after trial ends.,5.0 out of 5 stars,"Reviewed in the United States on June 19, 2020"
13,Sharlie,"Does not live up to the hype. Nice try, but, NOT","  I have had BLINK cameras since it seems Day One. We have had them for quite a while now. Started with the white ones, then the black, (Haven't tried the X2 yet), and now these new ""MINI"" cameras. The picture quality is great, love that they plug in (our main BLINK cameras are wired for a/c power), but the supposed two-way talk on the new MINI justs, well, SUCKS.Big time!So much feedback, distortion, and the person I'm talking to can't be heard after I stop talking, if they respond right away.This was released way too soon.Don't know if I'll send it back or not, may wait for the 29th day, and decide then.Curious what others have to say, I didn't look or read any reviews, I bought them right when the MINI was released.UPDATE, May 12, 2020It’s going back. This is terrible. The old camera will ding way before this one, pointed at same area, same settings, etc.I can’t rely on this one.Also, it names the video clip “your”. We named this camera “Papa” so when we got a ding, the alert says: alert from your Papa. Other cameras will say alert from, and the camera name, not “your” And the camera name.Makes no sense.It’s too dangerous to try and rely on this mini.I wonder if the X2 is the same?Okay, I pau...",1.0 out of 5 stars,"Reviewed in the United States on May 12, 2020"
14,AmazonCustNewnan,Junk,"  App doesn't explain what ""sensitivity"" means - is 1 ""most sensitive"" or ""least sensitive""? You'll have to Google it to find out! But it doesn't really matter what setting you use - I have one camera pointed right up my front walkway, and every bug in a five mile radius will set it off at night, but I've had multiple FedEx, UPS and USPS deliveries during the day and Blink didn't capture anything at all. In fact, the reason I'm finally writing this I just went out a walk a half hour ago, and Blink didn't capture my coming or going at all. GREAT!Also - and this is inexcusable - the app doesn't allow for multiple users. If you want your spouse or child to have access to the cameras\app, you have to give them your login info. Or maybe you want someone like a babysitter or housesitter to have ""read-only"" access to the app? Nope. It's give someone total administrator rights, or nothing at all. To make matters worse, I've read several cases of couples sharing logins but only one person getting notifications.This was my first foray into ""home security"" type stuff, and honestly it was a waste of $100.",1.0 out of 5 stars,"Reviewed in the United States on August 5, 2020"
15,Schlitze,Open the box and FAIL,"  Update: The QR does not work and the URL listed in the box does not work. However, I was able to download the app, scan the QR on the device and it was up and on my WIFI network in just a minute or two. I will upload an image comparing it's view compared to the Amazon cloud cam shortly The controls are different and I don't like that the live view isn't displayed until you press the Video icon. The other control settings are a bit more expansive than Ring or CloudCam so I am looking forward to it.  I will add give it 4 stars total now but getting the Setup URL wrong on a brand new product is a lack of attention to detail. I bought this to replace old Dlink cams and to extend my Amazon Cloudcam setup since they are no longer available. Lets see how this goes over the next 60 days.The very first thing I did is scan the QR in the lid of the box for the setup. I get a 404! This is a BRAND NEW released product and you can't even get the Setup QR right? I don't know how the rest of this installation process goes but this does not bode well.",4.0 out of 5 stars,"Reviewed in the United States on April 17, 2020"
16,Schlitze,"The WORST and even worse than that, BLINK's Customer Support !!!","  I like the looks of the mini, it's just the size I needed, however, despite already having a Blink account, and several different models of Blink cameras, my Mini would not connect.  I contacted Blink customer support. They answer in the middle of the night (midnight) so there is a day delay from when you send a request until you can try their solution.  The give a one sentance reply.  Each email I send I go over all pertinent info.  (I have a blink system already, I have a 2.4 ghz compatible router, I have reset the device repeatedly, I have created new accounts, and tried connecting to the existing, blah blah blah)  So after a week of frustration with their suggested ""solutions"" I get an email saying ""I'm glad it worked and will be closing your case"" !!!!  Nothing worked!  I'm a former IT guy, I know how to hook up a camera.  And then after they say my case is being closed they go on to say to go to some weird website and download this suspicious software and give them all my info! uhhh... I don't think so.  This piece of junk is going back.",1.0 out of 5 stars,"Reviewed in the United States on June 1, 2020"
17,Tiny Pieces LLC,I'm having problems with mini blink speaker,"  Okay I just received my little camera about an hour ago. I have unpact the camera have it up on the shelf and I've downloaded the blink camera app from the Play Store. I've only been playing with it for about 30 minutes. I'm sure there is a learning curve to this camera. The one thing that I don't like at this moment is when clicking on the talk button, theres way too much feedback from the camera speaker. Also when holding down the talk button, my phones speaker picks up on any noise that comes from the movement of my thumb while on the talk button. So at this point I'm not happy with the camera there is too much feedback static interference and Echo from blink camera, I pray for you right now but I want to just start over for that reason that's why I have given it a 1-star. I will play with it for a while and do One update at a later day see if we can improve on the sounds are interference while trying to speak to someone in their room through the blink camera.UP DATE 4/21/20I called tech support and together we did some troubleshooting on the to Blink cameras. After I was done with tech support I was still having issues with my camera's not able to speak through my cameras without interference feedback Echoes and stop. Tech support sent me two more cameras and I'm still having  the same issues with the 2nd set cameras. The two cameras that I received today are still giving me the same issue of static Echo feedback a loud squealing sound and again feedback while tapping and holding down the talk button. It's safe to say I'm not happy with the speakers on this camera. Looks like I'll be standing back all four cameras and looking for a better system",1.0 out of 5 stars,"Reviewed in the United States on April 17, 2020"
18,Model Cars Magazine,Easy set up and great image quality,"  This is a great little camera monitor. Pros: easy set up, easily managed with your smart phone, clear image quality with motion detection. Can be set up to arm and record at any time. I bought this to use in my master bedroom by my desk where I keep sensitive information.Cons: if you are using it with another Blink product and you arm 24/7 then the other Blink unit also needs to be armed which is an issue because my other unit uses 2 AA batteries. There is no timer on the app to set up a time to arm which would by useful because I sometimes forget to arm at night. It has good night vision quality. It needs to be plugged in so is a problem if you put it in a place (i.e. bedroom closet) if there is no outlet. Because of this, it is difficult to make the camera more hidden (if you are looking for a nanny camera for example).Overall it is easy to use and I would recommend it for a basic home security camera.",5.0 out of 5 stars,"Reviewed in the United States on June 5, 2020"
19,J. Cofer,"Blink Mini has NO local storage (without spending more $), Wyze is still better","  Build-wise the camera is high quality, very nicely built and doesn't feel cheap. Picture quality is good too, but what makes this $35 camera not as good as its main competitor (Wyze) is the app features and not-so-clear-and-slightly-confusing video recording functions.The main complaint is there is no live view when you open the app. In other words, you can have multiple Blink video cameras but all you get when you open the app is a screenshot. To see actual live footage you have to tap on each camera individually. It might seem like a small complaint but when you can open up the Wyze app and see all cameras live-view at the same time without extra steps, you can see which is more convenient.The next thing is the premium subscription recording options. Cloud storage has a fee, local storage DOES NOT EVEN EXIST without an optional hub you have to purchase later - yes, the local recording feature that is included in every Wyze camera (be it the $19 v2 or the $35 Pan) is only available with the Blink camera when you buy the hub... which isn't even available to purchase as of this writing.When I pre-ordered this camera I was hoping that considering it was coming from the Blink brand, that it would have been at minimum equal to (if not better than) its lower cost competition. But I feel like this was targeted towards already established Blink customers who might already be familiar with how the Blink camera ecosystem works, and they did not take into consideration what features their competition already offers..So in the end I decided I was returning the Blink camera for another Wyzecam instead. I really wished it was an upgrade to the Wyze camera I'm using now, but after trying it out I can say that it is not. Also, the fact that they amended their product description with ""live view is not continuous"" after all of the reviews complaining about this on day 1 tells you something.",3.0 out of 5 stars,"Reviewed in the United States on April 19, 2020"
20,Chris Shaw,Hope You Never Move & That Their Cloud Service Works Indefinitely,"  The Blink Mini worked really great out-of-the-box when I first bought it. The moment I changed the SSID of the camera and the SSID of the network it became completely confused about what to do. Deleting the save camera settings and adding it again via the QR code added the camera but it then continued to add itself automatically to a neighbor's wireless network somehow. Even by overriding this with my own network, which it said it was connected to, it continued to search for the camera even though it had found it during the process off asking for the QR code. It appears that if I had not changed any settings ever after initial installation camera would have been great. If you never plan to move or change network settings this camera may be great for you. Otherwise be cautious and look into alternatives. This was my first foray into motion cameras and I am pretty disappointed as a simple change of settings has rendered it useless.EDIT: Customer Support had very helpful to troubleshoot the problems I had and now there's another problem about it saving to a cloud service. If that service happens to be down, which it has been down several times, it does not save the clip that is picked up from motion nor can any other clips be view in the app. Is there an option to store everything locally that I am missing? It really needs to have this feature.EDIT: It took two days for the cloud service to respond and suddenly 40 videos show up in the video section of the app. That is not helpful at all if that sort of delay is going to be consistent.EDIT: Moved the camera again and resetting everything has proven fruitless. No blinking light and it is connected to the new wireless network. After the first incident I was given another camera but it is still sealed in the box as there is no point in opening it unless there is actually something wrong with the one I have. This camera seems to work well for others judging from the reviews so maybe I got a lemon. I do not know but I am tired of bothering with something that was supposed to be a breeze to set-up. I am ignoring the Blink line of products from now on.Edit: As stated before the cloud service stops working and asks for a subscription. This is very silly as being able to save videos locally is not a new feature to cameras on a network. Now the camera is useless without purchasing additional hardware such as the sync module. Very disappointed I chose to go with Blink and wish I had known how this was going to go down the road. Do not buy this camera unless you are willing to pay for a subscription or if you are buying the sync module too. I am not touching anything with the Blink name on it going forward as I feel quite foolish.",1.0 out of 5 stars,"Reviewed in the United States on April 25, 2020"
21,Riz,Not impressed - many false alarms AND just stops detecting motion,"  So far, I am not at all impressed.The camera's motion detection is going off very frequently just from blowing tree limbs & shadows, but is missing cars going in and out of the driveway, the front door opening, people moving around, etc. (The camera is aimed right at the front door and driveway, and picks up motion in these places SOME of the time--maybe 30%.)I cannot find a ""user guide"" for the app and the online ""support"" is configured as a series of ""how to"" blurbs using jargon you'd only know once you've been using the system, so it's very difficult to find info as a new user. (I graduated magna cum laude with a BS degree in computer science & have been a professional software engineer--writing software and supporting documentation for everything from hardware controllers to radar systems to 3-D modeling--for decades, so I'm not a technology idiot--this is a poorly designed, executed, and supported system.) There should be an easy to find & use Getting Started Guide that provides app and system overviews. Just a 1-page Quick Start Guide in the box would make a big difference. Right now, I simply want to know what all the icons and buttons on the app mean, and cannot find an explanation of them.Based on what I read on the user forums, the app gets changed with no explanation to users, so even if you do figure it all out, it can change and suddenly there are new or changed icons & you have no idea what they do. Although I've figured out enough to get the whole thing set up, it's not intuitive, and I've used other similar security cameras and apps. I still have not figured out some of this app. Plus, the online/app info tries to cover all the Blink camera models, even though they don't all work the same, so that could be confusing to some users.If there's a way to access your camera's live feed or the recordings from a desktop/laptop PC/Mac (vs. app on phone/tablet), I haven't found it yet.The camera quality is OK and the 2-way talk seems to work in testing, but I don't know what it'll be like in a real world scenario. You cannot record more than a 30 second clip. It's difficult to tell when you are in ""live"" viewing mode. The app interface is just not well designed. I haven't had time to experiment with everything--have wasted too much time just trying (and mostly failing) to find basic information.No idea what the ""local"" (non-Cloud) storage Blink talks about will be like--I can't find much info about that, either. It seems like it'll be in a device that's on your WiFi network so the camera can communicate with it, and would therefore be exposed to the world. A closed system would be more secure. The storage will obviously NOT be in the camera itself--there's no place for even a microSD card. An SD (or micro) card in the camera would be a good idea (at least as an option).And one more thing--Blink is ""an amazon company."" So why is the app not available for Kindle devices?UPDATE: I've been using this camera for a couple of months now and it is such a mixed bag. I like the ""activity zones"" that (theoretically) allow you to define the areas to detect motion. And the image is pretty good. The audio is so-so. But the motion detection is terrible--and I've tried all the setting options. I have mine mounted in an outdoor mounting kit, under a protective roof. The thing goes off constantly--every 30 seconds, for rain, wind, shadows, bugs (bugs seem to be drawn to the camera's blue light at night), a slight change in lighting due to a distant car headlight, any little thing--it will sometimes get literally hundreds of constant triggers over a few hours over nothing, but EVERY SINGLE DAY (including overnight), it just sometimes just stops detecting anything, even cars and people being very active all over the entire viewing area. If I ""go live"" for a moment, it seems to start detecting motion again! For a while, anyway. This is maddening. It completely defeats the purpose of the camera. The frequent ""false alarms"" made me turn off notifications because it was dinging constantly, and the inability to detect REAL motion makes no sense. Having to ""reset"" the camera daily, sometimes multiple times in 24 hours, is crazy.",1.0 out of 5 stars,"Reviewed in the United States on August 5, 2020"
22,Fran,Bait and Switch - Existing Customer Subscription Scam,"  I originally purchased the blink system because of the “no subscription” and “free cloud storage for life” promises. I needed to add a few cameras inside, and before purchasing these I called both Amazon and Blink directly to confirm that adding the new Blink Mini cameras would not trigger a subscription (I’m not interested in paying for a subscription). When I called before purchasing, both the Blink rep and the Amazon rep confirmed the same thing: “since you are an existing Blink customer, you are ‘grandfathered’ in for free lifetime cloud storage, just call back after installing the cameras and we will add them to your grandfathered cloud storage account.” So that’s what I did. But when I called back after spending an entire afternoon on ladders installing the new cameras, I was told that I would need to purchase a subscription! It’s a simple bait-and-switch” scam. Apparently the first reps gave me “bad information” according to the Blink reps and supervisor that I spoke with today.Honestly, the entire customer experience has been so bad that I wish I could send it all back for a refund; the original cameras and the new ones. I feel ripped off and the entire customer service experience was horrible (I spoke with three people, on the phone and hold for over an hour; three calls, was hung up on, and the answers and service were both bad.",1.0 out of 5 stars,"Reviewed in the United States on December 19, 2020"
23,MISHMANKA,Paid Subscription Required,"  Had I known I’d need to pay a monthly subscription fee I never would have gotten this. I bought in November 2020 and now in May 2021 I’m getting emails that I need to purchase a subscription. Now I can only view the videos live which is fine for the one in my house for checking on my dog but doesn’t work for the one watching my front door incase of break ins or stolen packages. Nest is better, no subscription required.",1.0 out of 5 stars,"Reviewed in the United States on May 26, 2021"
24,Jay R.,A diamond in the rough,"  SO...I rarely write reviews but was so amazed by this camera I wanted to let others know. I bought the camera after using the Ring indoor camera for twice the price and it made a constant clicking noise with the filter adjustment to light in the room that was a known issue Ring told me and not a defect. I've tried all the other brands out there WYZE, etc and disappointed with all. Then I tried the Blink Mini which I thought was a good price. The setup was a breeze, up and running in 30 seconds. The app is responsive and user friendly. My wifi is sloooow but it still loaded a 1080p HD quality view w hen I accessed it from my mobile app. My favorite feature is the night vision. All my previous cameras just showed a dark room or shadows but this camera shows a clear and crisp picture in pitch black darkness. Very pleased with this and you can't go wrong here. My 2 year indoor camera journey has come to an end here.",5.0 out of 5 stars,"Reviewed in the United States on June 2, 2020"
